Date,USD_to_pound_spot
2023-08-30,1.2726
2023-08-31,1.2667
2023-09-01,1.2594
2023-09-04,
2023-09-05,1.2583
2023-09-06,1.2498
2023-09-07,1.2485
2023-09-08,1.2476
2023-09-11,1.2529
2023-09-12,1.2477
2023-09-13,1.2488
2023-09-14,1.241
2023-09-15,1.2392
2023-09-18,1.2403
2023-09-19,1.2393
2023-09-20,1.2389
2023-09-21,1.2299
2023-09-22,1.2257
2023-09-25,1.2218
2023-09-26,1.2168
2023-09-27,1.2133
2023-09-28,1.2223
2023-09-29,1.2214
2023-10-02,1.213
2023-10-03,1.2069
2023-10-04,1.2157
2023-10-05,1.2171
2023-10-06,1.2255
2023-10-09,
2023-10-10,1.2288
2023-10-11,1.2304
2023-10-12,1.2214
2023-10-13,1.2139
2023-10-16,1.2198
2023-10-17,1.2206
2023-10-18,1.215
2023-10-19,1.2145
2023-10-20,1.2153
2023-10-23,1.2235
2023-10-24,1.217
2023-10-25,1.214
2023-10-26,1.2113
2023-10-27,1.2151
