Date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1977-08,-2.85,-0.01,-0.58,-1.32,-0.05,-3.01,-2.58,0.03,-0.08,-0.47,-0.71,-1.92,-0.68,-0.02,-0.09
1977-09,0.69,-0.26,-0.44,-0.19,0.81,0.92,0.29,-0.93,0.75,-0.41,-0.46,-0.21,-0.16,0.66,1.0
1977-10,-3.08,-4.69,-3.94,-4.14,-4.35,-3.44,-2.46,-4.09,-5.58,-3.99,-3.87,-3.11,-5.24,-4.1,-4.65
1977-11,3.03,3.68,5.57,7.71,9.72,2.57,3.82,3.76,3.55,6.12,4.91,7.78,7.64,9.62,9.84
1977-12,1.04,0.25,0.61,0.64,1.49,1.47,0.33,0.88,-0.73,0.52,0.71,0.96,0.29,1.59,1.37
1978-01,-5.29,-5.35,-6.05,-6.29,-4.96,-5.27,-5.32,-4.72,-6.34,-5.66,-6.51,-6.77,-5.77,-5.77,-3.99
1978-02,-0.44,-2.17,-1.39,-0.08,1.29,0.01,-1.19,-2.98,-0.89,-1.19,-1.65,-0.52,0.39,0.7,1.99
1978-03,2.82,1.27,4.94,5.23,9.19,2.23,3.82,-0.12,3.43,4.79,5.12,5.29,5.17,9.26,9.1
1978-04,5.16,10.1,10.72,10.26,11.18,4.84,5.7,10.28,9.83,10.66,10.8,10.0,10.53,11.35,10.99
1978-05,1.14,1.4,2.54,4.4,7.18,0.87,1.58,0.74,2.38,2.53,2.55,4.52,4.28,6.42,8.06
1978-06,-1.47,-1.19,-0.92,-1.09,-0.48,-1.91,-0.75,-1.56,-0.64,-0.86,-0.98,-0.79,-1.41,-0.5,-0.45
1978-07,3.15,6.14,6.5,7.37,9.33,2.66,3.95,5.07,6.96,6.05,6.98,6.95,8.06,8.16,10.63
1978-08,3.45,3.28,4.67,4.84,8.28,3.84,2.8,2.89,3.57,3.87,5.52,4.98,4.6,6.79,9.89
1978-09,1.81,-1.16,-2.26,-2.5,-2.86,2.45,0.78,-0.63,-1.55,-2.16,-2.37,-2.98,-1.73,-2.42,-3.31
1978-10,-7.91,-9.6,-11.57,-15.07,-20.47,-7.62,-8.38,-10.54,-8.9,-11.53,-11.61,-13.42,-17.69,-17.71,-23.39
1978-11,3.35,2.33,3.32,3.84,6.45,3.71,2.76,1.06,3.26,3.12,3.54,2.74,5.69,4.98,8.12
1978-12,1.05,2.27,1.96,1.57,1.88,0.97,1.19,0.02,3.87,2.55,1.35,1.83,1.14,0.5,3.41
1979-01,4.35,4.78,5.69,4.99,6.67,4.17,4.65,5.5,4.28,6.16,5.18,4.28,6.16,7.11,6.19
1979-02,-1.23,-2.47,-4.03,-4.17,-6.08,-0.94,-1.73,-2.54,-2.43,-3.91,-4.16,-3.42,-5.39,-5.41,-6.81
1979-03,4.6,6.22,6.68,9.17,10.09,4.76,4.32,6.31,6.17,6.76,6.6,8.86,9.69,8.81,11.51
1979-04,0.93,0.17,0.25,1.19,1.93,0.71,1.31,0.84,-0.3,0.26,0.23,0.82,1.79,2.56,1.26
1979-05,-1.04,-1.29,-1.74,-1.31,-2.52,-1.03,-1.05,-0.82,-1.62,-2.04,-1.41,-0.64,-2.4,-1.89,-3.21
