Date,USD_to_Won_spot
2014-07-10,1013.1
2014-07-11,1018.6
2014-07-14,1018.95
2014-07-15,1026.75
2014-07-16,1031.9
2014-07-17,1028.95
2014-07-18,1029.1
2014-07-21,1026.65
2014-07-22,1024.2
2014-07-23,1023.5
2014-07-24,1029.05
2014-07-25,1025.6
2014-07-28,1026.1
2014-07-29,1024.65
2014-07-30,1024.55
2014-07-31,1027.75
2014-08-01,1036.85
2014-08-04,1032.95
2014-08-05,1027.9
2014-08-06,1033.75
2014-08-07,1036.75
2014-08-08,1036.4
2014-08-11,1029.8
2014-08-12,1026.9
2014-08-13,1029.35
2014-08-14,1026.9
2014-08-15,1020.95
2014-08-18,1017.35
2014-08-19,1017.35
2014-08-20,1022.6
2014-08-21,1023.4
2014-08-22,1017.8
2014-08-25,1019.65
2014-08-26,1016.25
2014-08-27,1013.95
2014-08-28,1014.85
2014-08-29,1013.85
2014-09-01,
2014-09-02,1018.2
2014-09-03,1019.55
2014-09-04,1018.7
2014-09-05,1024.25
2014-09-08,1024.0
2014-09-09,1034.05
2014-09-10,1034.2
2014-09-11,1035.9
2014-09-12,1034.9
2014-09-15,1037.8
2014-09-16,1035.95
2014-09-17,1034.55
2014-09-18,1043.3
2014-09-19,1043.55
2014-09-22,1040.75
2014-09-23,1039.9
2014-09-24,1039.77
2014-09-25,1042.6
2014-09-26,1044.1
2014-09-29,1053.15
2014-09-30,1054.55
2014-10-01,1062.7
2014-10-02,1061.1
2014-10-03,1061.1
2014-10-06,1068.75
2014-10-07,1069.4
2014-10-08,1074.4
2014-10-09,1062.6
2014-10-10,1073.1
2014-10-13,
2014-10-14,1064.62
2014-10-15,1058.9
2014-10-16,1060.16
2014-10-17,1063.62
2014-10-20,1057.58
2014-10-21,1054.69
2014-10-22,1052.47
2014-10-23,1057.87
2014-10-24,1055.58
2014-10-27,1050.99
2014-10-28,1047.0
2014-10-29,1043.89
2014-10-30,1053.8
2014-10-31,1073.07
2014-11-03,1077.63
2014-11-04,1076.99
2014-11-05,1089.38
2014-11-06,1084.0
2014-11-07,1086.5
2014-11-10,1089.28
2014-11-11,
2014-11-12,1093.62
2014-11-13,1093.61
2014-11-14,1102.23
2014-11-17,1098.12
2014-11-18,1096.64
2014-11-19,1112.04
2014-11-20,1111.96
2014-11-21,1111.05
2014-11-24,1114.66
2014-11-25,1108.68
2014-11-26,1103.26
2014-11-27,
2014-11-28,1112.06
2014-12-01,1108.36
2014-12-02,1115.35
2014-12-03,1114.57
2014-12-04,1110.89
2014-12-05,1117.74
2014-12-08,1112.52
2014-12-09,1102.31
2014-12-10,1103.75
2014-12-11,1101.83
2014-12-12,1103.01
2014-12-15,1098.24
2014-12-16,1080.83
2014-12-17,1094.59
2014-12-18,1101.75
2014-12-19,1099.21
2014-12-22,1097.77
2014-12-23,1104.84
2014-12-24,1103.22
2014-12-25,
2014-12-26,
2014-12-29,1097.34
2014-12-30,1096.06
2014-12-31,1090.89
2015-01-01,
2015-01-02,1103.73
2015-01-05,1109.07
2015-01-06,1098.14
2015-01-07,1101.51
2015-01-08,1096.19
2015-01-09,1086.14
2015-01-12,1083.25
2015-01-13,1080.42
2015-01-14,1080.45
2015-01-15,1077.94
2015-01-16,1076.68
2015-01-19,
2015-01-20,1087.17
2015-01-21,1081.94
2015-01-22,1081.75
2015-01-23,1075.75
2015-01-26,1079.42
2015-01-27,1075.31
2015-01-28,1084.84
2015-01-29,1098.6
2015-01-30,1104.3
2015-02-02,1099.61
2015-02-03,1096.06
2015-02-04,1086.79
2015-02-05,1087.05
2015-02-06,1097.26
2015-02-09,1096.4
2015-02-10,1098.61
2015-02-11,1108.19
2015-02-12,1100.87
2015-02-13,1097.2
2015-02-16,
2015-02-17,1107.33
2015-02-18,1112.82
2015-02-19,1110.69
2015-02-20,1110.06
2015-02-23,1108.25
2015-02-24,1108.05
2015-02-25,1101.53
2015-02-26,1100.33
2015-02-27,1100.65
2015-03-02,1101.46
2015-03-03,1095.65
2015-03-04,1100.2
2015-03-05,1100.11
2015-03-06,1110.36
2015-03-09,1114.18
2015-03-10,1123.32
2015-03-11,1131.33
2015-03-12,1120.13
2015-03-13,1135.7
2015-03-16,1129.62
2015-03-17,1127.69
2015-03-18,1127.09
2015-03-19,1121.21
2015-03-20,1113.87
2015-03-23,1106.68
2015-03-24,1104.2
2015-03-25,1099.72
2015-03-26,1103.59
2015-03-27,1103.6
2015-03-30,1106.39
2015-03-31,1107.71
2015-04-01,1098.1
2015-04-02,1089.49
2015-04-03,1085.65
2015-04-06,1083.38
2015-04-07,1093.76
2015-04-08,1093.77
2015-04-09,1093.8
2015-04-10,1093.13
2015-04-13,1100.41
2015-04-14,1090.76
2015-04-15,1095.07
2015-04-16,1086.89
2015-04-17,1081.99
2015-04-20,1081.27
2015-04-21,1081.54
2015-04-22,1080.64
2015-04-23,1080.0
2015-04-24,1075.85
2015-04-27,1071.01
2015-04-28,1063.03
2015-04-29,1066.48
2015-04-30,1076.74
2015-05-01,1080.22
2015-05-04,1081.19
2015-05-05,1080.46
2015-05-06,1077.23
2015-05-07,1093.55
2015-05-08,1087.28
2015-05-11,1095.39
2015-05-12,1093.81
2015-05-13,1089.72
2015-05-14,1089.46
2015-05-15,1083.05
2015-05-18,1088.19
2015-05-19,1093.94
2015-05-20,1097.62
2015-05-21,1092.41
2015-05-22,1093.46
2015-05-25,
2015-05-26,1106.06
2015-05-27,1107.84
2015-05-28,1109.86
2015-05-29,1111.99
2015-06-01,1115.61
2015-06-02,1109.34
2015-06-03,1104.33
2015-06-04,1112.56
2015-06-05,1121.18
2015-06-08,1121.95
2015-06-09,1119.38
2015-06-10,1110.32
2015-06-11,1113.24
2015-06-12,1111.63
2015-06-15,1114.94
2015-06-16,1118.08
2015-06-17,1122.83
2015-06-18,1101.55
2015-06-19,1102.64
2015-06-22,1098.85
2015-06-23,1104.54
2015-06-24,1110.67
2015-06-25,1111.05
2015-06-26,1122.31
2015-06-29,1119.09
2015-06-30,1117.34
2015-07-01,1123.89
2015-07-02,1119.95
2015-07-03,
2015-07-06,1125.58
2015-07-07,1133.75
2015-07-08,1131.75
2015-07-09,1133.69
2015-07-10,1127.29
2015-07-13,1133.93
2015-07-14,1142.75
2015-07-15,1146.42
2015-07-16,1145.24
2015-07-17,1148.48
2015-07-20,1156.38
2015-07-21,1148.33
2015-07-22,1156.49
2015-07-23,1160.64
2015-07-24,1169.02
2015-07-27,1167.75
2015-07-28,1161.09
2015-07-29,1158.49
2015-07-30,1173.42
2015-07-31,1159.7
2015-08-03,1168.63
2015-08-04,1161.2
2015-08-05,1174.4
2015-08-06,1163.25
2015-08-07,1164.0
2015-08-10,1161.69
2015-08-11,1181.36
2015-08-12,1175.03
2015-08-13,1176.02
2015-08-14,1177.62
2015-08-17,1181.53
2015-08-18,1185.85
2015-08-19,1184.35
2015-08-20,1185.63
2015-08-21,1194.6
2015-08-24,1191.13
2015-08-25,1195.25
2015-08-26,1185.52
2015-08-27,1170.49
2015-08-28,1180.93
2015-08-31,1182.54
2015-09-01,1179.78
2015-09-02,1183.46
2015-09-03,1188.07
2015-09-04,1196.4
2015-09-07,
2015-09-08,1195.57
2015-09-09,1186.52
2015-09-10,1184.87
2015-09-11,1182.25
2015-09-14,1181.17
2015-09-15,1178.69
2015-09-16,1169.77
2015-09-17,1163.11
2015-09-18,1164.13
2015-09-21,1179.24
2015-09-22,1186.1
2015-09-23,1193.96
2015-09-24,1195.48
2015-09-25,1190.14
2015-09-28,1193.32
2015-09-29,1194.28
2015-09-30,1184.62
2015-10-01,1180.04
2015-10-02,1175.48
2015-10-05,1158.54
2015-10-06,1160.7
2015-10-07,1153.72
2015-10-08,1155.57
2015-10-09,1145.67
2015-10-12,
2015-10-13,1147.42
2015-10-14,1140.39
2015-10-15,1120.9
2015-10-16,1130.73
2015-10-19,1130.57
2015-10-20,1128.64
2015-10-21,1137.09
2015-10-22,1131.48
2015-10-23,1135.0
2015-10-26,1127.47
2015-10-27,1134.57
2015-10-28,1130.31
2015-10-29,1142.39
2015-10-30,1140.5
2015-11-02,1140.5
2015-11-03,1140.5
2015-11-04,1136.45
2015-11-05,1140.5
2015-11-06,1140.5
2015-11-09,1160.42
2015-11-10,1158.34
2015-11-11,
2015-11-12,1158.6
2015-11-13,1169.79
2015-11-16,1172.67
2015-11-17,1169.08
2015-11-18,1167.89
2015-11-19,1156.08
2015-11-20,1151.63
2015-11-23,1159.14
2015-11-24,1149.39
2015-11-25,1140.67
2015-11-26,
2015-11-27,1154.43
2015-11-30,1149.39
2015-12-01,1149.39
2015-12-02,1149.39
2015-12-03,1149.39
2015-12-04,1149.39
2015-12-07,1172.68
2015-12-08,1179.6
2015-12-09,1181.75
2015-12-10,1176.39
2015-12-11,1188.0
2015-12-14,1186.2
2015-12-15,1176.66
2015-12-16,1177.19
2015-12-17,1187.7
2015-12-18,1178.04
2015-12-21,1173.87
2015-12-22,1169.26
2015-12-23,1140.67
2015-12-24,1167.94
2015-12-25,
2015-12-28,1169.26
2015-12-29,1169.26
2015-12-30,1177.53
2015-12-31,1169.26
2016-01-01,
2016-01-04,1191.46
2016-01-05,1190.43
2016-01-06,1200.16
2016-01-07,1193.05
2016-01-08,1206.97
2016-01-11,1206.55
2016-01-12,1208.95
2016-01-13,1208.95
2016-01-14,1211.28
2016-01-15,1216.95
2016-01-18,
2016-01-19,1205.61
2016-01-20,1215.4
2016-01-21,1204.31
2016-01-22,1195.66
2016-01-25,1194.3
2016-01-26,1199.64
2016-01-27,1199.25
2016-01-28,1204.08
2016-01-29,1210.04
2016-02-01,1203.19
2016-02-02,1212.01
2016-02-03,1211.33
2016-02-04,1186.11
2016-02-05,1204.69
2016-02-08,1205.1
2016-02-09,1200.39
2016-02-10,1189.69
2016-02-11,1196.89
2016-02-12,1205.13
2016-02-15,
2016-02-16,1219.44
2016-02-17,1222.32
2016-02-18,1231.15
2016-02-19,1231.09
2016-02-22,1223.32
2016-02-23,1230.05
2016-02-24,1234.6
2016-02-25,1237.39
2016-02-26,1242.59
2016-02-29,1238.09
2016-03-01,1229.56
2016-03-02,1227.59
2016-03-03,1209.55
2016-03-04,1195.09
2016-03-07,1200.08
2016-03-08,1206.19
2016-03-09,1206.82
2016-03-10,1204.09
2016-03-11,1184.56
2016-03-14,1187.39
2016-03-15,1194.99
2016-03-16,1190.59
2016-03-17,1155.83
2016-03-18,1160.11
2016-03-21,1157.33
2016-03-22,1154.58
2016-03-23,1166.59
2016-03-24,1168.09
2016-03-25,1168.19
2016-03-28,1163.39
2016-03-29,1164.69
2016-03-30,1142.02
2016-03-31,1138.86
2016-04-01,1147.15
2016-04-04,1151.35
2016-04-05,1158.39
2016-04-06,1155.28
2016-04-07,1156.81
2016-04-08,1148.89
2016-04-11,1141.97
2016-04-12,1144.53
2016-04-13,1146.29
2016-04-14,1151.99
2016-04-15,1144.83
2016-04-18,1144.48
2016-04-19,1126.01
2016-04-20,1130.48
2016-04-21,1135.49
2016-04-22,1147.85
2016-04-25,1147.76
2016-04-26,1146.66
2016-04-27,1151.5
2016-04-28,1139.93
2016-04-29,1144.09
2016-05-02,1138.45
2016-05-03,1148.69
2016-05-04,1164.59
2016-05-05,1165.93
2016-05-06,1167.29
2016-05-09,1174.25
2016-05-10,1169.89
2016-05-11,1162.47
2016-05-12,1168.7
2016-05-13,1176.85
2016-05-16,1177.21
2016-05-17,1173.67
2016-05-18,1185.77
2016-05-19,1189.25
2016-05-20,1186.93
2016-05-23,1183.39
2016-05-24,1186.39
2016-05-25,1182.21
2016-05-26,1178.09
2016-05-27,1180.59
2016-05-30,
2016-05-31,1188.99
2016-06-01,1192.09
2016-06-02,1186.69
2016-06-03,1167.79
2016-06-06,1162.28
2016-06-07,1154.8
2016-06-08,1153.83
2016-06-09,1159.29
2016-06-10,1167.61
2016-06-13,1169.74
2016-06-14,1176.78
2016-06-15,1167.53
2016-06-16,1176.49
2016-06-17,1171.77
2016-06-20,1156.8
2016-06-21,1154.35
2016-06-22,1147.99
2016-06-23,1143.27
2016-06-24,1167.56
2016-06-27,1181.24
2016-06-28,1169.31
2016-06-29,1153.09
2016-06-30,1154.15
2016-07-01,1146.49
2016-07-04,
2016-07-05,1156.79
2016-07-06,1160.59
2016-07-07,1154.89
2016-07-08,1148.71
2016-07-11,1148.97
2016-07-12,1146.47
2016-07-13,1145.01
2016-07-14,1130.65
2016-07-15,1135.49
2016-07-18,1134.39
2016-07-19,1140.56
2016-07-20,1142.33
2016-07-21,1137.31
2016-07-22,1137.49
2016-07-25,1140.8
2016-07-26,1137.59
2016-07-27,1135.09
2016-07-28,1124.79
2016-07-29,1112.89
2016-08-01,1106.15
2016-08-02,1108.35
2016-08-03,1116.21
2016-08-04,1111.99
2016-08-05,1114.54
2016-08-08,1108.24
2016-08-09,1101.45
2016-08-10,1095.84
2016-08-11,1097.39
2016-08-12,1100.79
2016-08-15,1095.83
2016-08-16,1093.95
2016-08-17,1114.25
2016-08-18,1107.41
2016-08-19,1116.37
2016-08-22,1120.93
2016-08-23,1116.91
2016-08-24,1121.34
2016-08-25,1115.23
2016-08-26,1111.47
2016-08-29,1121.53
2016-08-30,1118.27
2016-08-31,1115.98
2016-09-01,1116.89
2016-09-02,1114.87
2016-09-05,
2016-09-06,1093.04
2016-09-07,1090.03
2016-09-08,1095.27
2016-09-09,1106.83
2016-09-12,1112.03
2016-09-13,1124.61
2016-09-14,1123.81
2016-09-15,1122.83
2016-09-16,1127.37
2016-09-19,1117.44
2016-09-20,1117.34
2016-09-21,1112.17
2016-09-22,1100.59
2016-09-23,1102.21
2016-09-26,1106.99
2016-09-27,1099.22
2016-09-28,1096.73
2016-09-29,1097.39
2016-09-30,1097.98
2016-10-03,1104.79
2016-10-04,1110.77
2016-10-05,1114.53
2016-10-06,1114.53
2016-10-07,1115.95
2016-10-10,
2016-10-11,1124.21
2016-10-12,1127.23
2016-10-13,1133.31
2016-10-14,1133.13
2016-10-17,1137.61
2016-10-18,1123.75
2016-10-19,1120.01
2016-10-20,1128.39
2016-10-21,1137.17
2016-10-24,1135.4
2016-10-25,1129.89
2016-10-26,1134.94
2016-10-27,1145.85
2016-10-28,1146.49
2016-10-31,1145.37
2016-11-01,1142.68
2016-11-02,1148.39
2016-11-03,1142.68
2016-11-04,1142.68
2016-11-07,1141.27
2016-11-08,1131.39
2016-11-09,1150.64
2016-11-10,1162.11
2016-11-11,
2016-11-14,1171.25
2016-11-15,1170.21
2016-11-16,1172.41
2016-11-17,1176.03
2016-11-18,1177.71
2016-11-21,1178.51
2016-11-22,1173.25
2016-11-23,1181.57
2016-11-24,
2016-11-25,1174.99
2016-11-28,1170.53
2016-11-29,1169.99
2016-11-30,1175.87
2016-12-01,1167.31
2016-12-02,1167.7
2016-12-05,1168.11
2016-12-06,1171.5
2016-12-07,1161.67
2016-12-08,1162.49
2016-12-09,1171.88
2016-12-12,1164.37
2016-12-13,1164.65
2016-12-14,1165.13
2016-12-15,1185.35
2016-12-16,1183.72
2016-12-19,1187.71
2016-12-20,1192.13
2016-12-21,1193.91
2016-12-22,1204.65
2016-12-23,1201.51
2016-12-26,
2016-12-27,1207.68
2016-12-28,1212.22
2016-12-29,1207.05
2016-12-30,1203.73
2017-01-02,
2017-01-03,1207.23
2017-01-04,1198.07
2017-01-05,1182.46
2017-01-06,1198.85
2017-01-09,1200.51
2017-01-10,1196.96
2017-01-11,1197.59
2017-01-12,1170.93
2017-01-13,1177.81
2017-01-16,
2017-01-17,1161.61
2017-01-18,1170.73
2017-01-19,1177.03
2017-01-20,
2017-01-23,1165.82
2017-01-24,1165.25
2017-01-25,1164.13
2017-01-26,1169.61
2017-01-27,1175.73
2017-01-30,1171.27
2017-01-31,1151.45
2017-02-01,1154.45
2017-02-02,1139.9
2017-02-03,1134.65
2017-02-06,1134.87
2017-02-07,1142.89
2017-02-08,1143.25
2017-02-09,1149.88
2017-02-10,1146.78
2017-02-13,1150.16
2017-02-14,1139.33
2017-02-15,1136.46
2017-02-16,1140.57
2017-02-17,1150.73
2017-02-20,
2017-02-21,1143.63
2017-02-22,1142.15
2017-02-23,1129.84
2017-02-24,1130.41
2017-02-27,1130.14
2017-02-28,1129.17
2017-03-01,1140.75
2017-03-02,1146.9
2017-03-03,1156.77
2017-03-06,1154.36
2017-03-07,1149.87
2017-03-08,1154.69
2017-03-09,1158.12
2017-03-10,1150.37
2017-03-13,1150.37
2017-03-14,1148.54
2017-03-15,1144.16
2017-03-16,1148.54
2017-03-17,1128.67
2017-03-20,1112.29
2017-03-21,1118.23
2017-03-22,1117.91
2017-03-23,1117.91
2017-03-24,1116.69
2017-03-27,1108.3
2017-03-28,1111.51
2017-03-29,1112.28
2017-03-30,1114.11
2017-03-31,1117.48
2017-04-03,1117.65
2017-04-04,1122.61
2017-04-05,1126.58
2017-04-06,1131.21
2017-04-07,1133.89
2017-04-10,1141.24
2017-04-11,1147.77
2017-04-12,1138.83
2017-04-13,1133.32
2017-04-14,1136.67
2017-04-17,1134.25
2017-04-18,1143.89
2017-04-19,1142.37
2017-04-20,1136.29
2017-04-21,1134.22
2017-04-24,1132.19
2017-04-25,1126.54
2017-04-26,1133.17
2017-04-27,1133.83
2017-04-28,1136.99
2017-05-01,1134.87
2017-05-02,1129.16
2017-05-03,1131.25
2017-05-04,1134.2
2017-05-05,1136.49
2017-05-08,1132.91
2017-05-09,1134.84
2017-05-10,1132.13
2017-05-11,1127.51
2017-05-12,1121.68
2017-05-15,1115.01
2017-05-16,1115.0
2017-05-17,1118.67
2017-05-18,1129.17
2017-05-19,1116.71
2017-05-22,1114.71
2017-05-23,1125.02
2017-05-24,1122.83
2017-05-25,1119.71
2017-05-26,1118.67
2017-05-29,
2017-05-30,1122.87
2017-05-31,1119.58
2017-06-01,1120.85
2017-06-02,1117.49
2017-06-05,1118.44
2017-06-06,1118.53
2017-06-07,1124.16
2017-06-08,1122.73
2017-06-09,1123.51
2017-06-12,1130.55
2017-06-13,1127.79
2017-06-14,1116.45
2017-06-15,1129.91
2017-06-16,1133.2
2017-06-19,1134.69
2017-06-20,1141.33
2017-06-21,1143.01
2017-06-22,1143.01
2017-06-23,1132.99
2017-06-26,1132.48
2017-06-27,1137.77
2017-06-28,1141.91
2017-06-29,1144.07
2017-06-30,1143.75
2017-07-03,1149.26
2017-07-04,
2017-07-05,1153.06
2017-07-06,1156.55
2017-07-07,1153.85
2017-07-10,1149.35
2017-07-11,1149.83
2017-07-12,1138.32
2017-07-13,1137.22
2017-07-14,1127.79
2017-07-17,1127.74
2017-07-18,1123.69
2017-07-19,1122.92
2017-07-20,1120.77
2017-07-21,1117.47
2017-07-24,1113.82
2017-07-25,1117.02
2017-07-26,1117.76
2017-07-27,1115.15
2017-07-28,1121.49
2017-07-31,1121.86
2017-08-01,1121.09
2017-08-02,1121.55
2017-08-03,1127.73
2017-08-04,1128.02
2017-08-07,1127.39
2017-08-08,1125.6
2017-08-09,1138.69
2017-08-10,1144.36
2017-08-11,1141.57
2017-08-14,1137.22
2017-08-15,1135.47
2017-08-16,1137.75
2017-08-17,1138.23
2017-08-18,1139.83
2017-08-21,1137.14
2017-08-22,1131.79
2017-08-23,1128.59
2017-08-24,1127.8
2017-08-25,1121.73
2017-08-28,1117.75
2017-08-29,1122.5
2017-08-30,1122.05
2017-08-31,1122.36
2017-09-01,1119.12
2017-09-04,
2017-09-05,1130.01
2017-09-06,1132.49
2017-09-07,1125.49
2017-09-08,1133.08
2017-09-11,1129.75
2017-09-12,1126.56
2017-09-13,1129.37
2017-09-14,1132.59
2017-09-15,1130.68
2017-09-18,1127.07
2017-09-19,1128.83
2017-09-20,1125.53
2017-09-21,1130.87
2017-09-22,1130.39
2017-09-25,1134.59
2017-09-26,1136.29
2017-09-27,1141.62
2017-09-28,1145.08
2017-09-29,1142.57
2017-10-02,1146.18
2017-10-03,1140.5
2017-10-04,1140.44
2017-10-05,1139.03
2017-10-06,1143.46
2017-10-09,
2017-10-10,1132.08
2017-10-11,1131.04
2017-10-12,1129.71
2017-10-13,1125.01
2017-10-16,1127.72
2017-10-17,1129.86
2017-10-18,1130.94
2017-10-19,1129.06
2017-10-20,1130.69
2017-10-23,1129.73
2017-10-24,1128.36
2017-10-25,1126.49
2017-10-26,1123.0
2017-10-27,1124.79
2017-10-30,1124.79
2017-10-31,1115.68
2017-11-01,1110.03
2017-11-02,1111.54
2017-11-03,1114.86
2017-11-06,1110.09
2017-11-07,1113.1
2017-11-08,1111.14
2017-11-09,1118.13
2017-11-10,
2017-11-13,1119.96
2017-11-14,1113.65
2017-11-15,1103.9
2017-11-16,1094.49
2017-11-17,1093.15
2017-11-20,1093.15
2017-11-21,1088.1
2017-11-22,1085.66
2017-11-23,
2017-11-24,1082.59
2017-11-27,1088.36
2017-11-28,1079.87
2017-11-29,1079.33
2017-11-30,1084.79
2017-12-01,1082.36
2017-12-04,1082.36
2017-12-05,1086.85
2017-12-06,1094.55
2017-12-07,1090.68
2017-12-08,1092.03
2017-12-11,1092.03
2017-12-12,1090.09
2017-12-13,1088.01
2017-12-14,1088.09
2017-12-15,1086.39
2017-12-18,1084.28
2017-12-19,1084.29
2017-12-20,1078.14
2017-12-21,1078.08
2017-12-22,1076.87
2017-12-25,
2017-12-26,1073.75
2017-12-27,1073.13
2017-12-28,1068.64
2017-12-29,1067.42
2018-01-01,
2018-01-02,1059.39
2018-01-03,1063.11
2018-01-04,1061.5
2018-01-05,1060.07
2018-01-08,1066.26
2018-01-09,1068.8
2018-01-10,1067.55
2018-01-11,1062.67
2018-01-12,1062.09
2018-01-15,
2018-01-16,1064.19
2018-01-17,1066.72
2018-01-18,1069.35
2018-01-19,1065.81
2018-01-22,1068.06
2018-01-23,1072.59
2018-01-24,1065.39
2018-01-25,1057.57
2018-01-26,1064.12
2018-01-29,1071.28
2018-01-30,1073.61
2018-01-31,1068.33
2018-02-01,1069.33
2018-02-02,1086.21
2018-02-05,1086.79
2018-02-06,1081.2
2018-02-07,1082.56
2018-02-08,1093.04
2018-02-09,1087.99
2018-02-12,1082.27
2018-02-13,1083.07
2018-02-14,1076.71
2018-02-15,1065.69
2018-02-16,1065.27
2018-02-19,
2018-02-20,1072.85
2018-02-21,1076.11
2018-02-22,1077.61
2018-02-23,1075.77
2018-02-26,1069.0
2018-02-27,1077.43
2018-02-28,1082.12
2018-03-01,1081.33
2018-03-02,1080.25
2018-03-05,1076.75
2018-03-06,1061.53
2018-03-07,1067.93
2018-03-08,1074.21
2018-03-09,1066.59
2018-03-12,1063.7
2018-03-13,1062.14
2018-03-14,1063.38
2018-03-15,1065.89
2018-03-16,1068.4
2018-03-19,1072.29
2018-03-20,1070.61
2018-03-21,1070.51
2018-03-22,1079.51
2018-03-23,1081.29
2018-03-26,1076.87
2018-03-27,1071.21
2018-03-28,1063.03
2018-03-29,1060.31
2018-03-30,1060.99
2018-04-02,1056.03
2018-04-03,1054.63
2018-04-04,1059.5
2018-04-05,1061.56
2018-04-06,1068.73
2018-04-09,1067.11
2018-04-10,1064.53
2018-04-11,1066.76
2018-04-12,1069.84
2018-04-13,1070.55
2018-04-16,1071.59
2018-04-17,1066.56
2018-04-18,1064.51
2018-04-19,1065.68
2018-04-20,1071.0
2018-04-23,1077.72
2018-04-24,1074.8
2018-04-25,1082.99
2018-04-26,1078.2
2018-04-27,1067.59
2018-04-30,1069.07
2018-05-01,1071.91
2018-05-02,1076.52
2018-05-03,1078.33
2018-05-04,1074.09
2018-05-07,1079.72
2018-05-08,1078.35
2018-05-09,1078.22
2018-05-10,1065.41
2018-05-11,1067.14
2018-05-14,1068.83
2018-05-15,1076.46
2018-05-16,1076.66
2018-05-17,1082.37
2018-05-18,1080.91
2018-05-21,1079.33
2018-05-22,1073.3
2018-05-23,1078.88
2018-05-24,1082.77
2018-05-25,1076.35
2018-05-28,
2018-05-29,1082.59
2018-05-30,1077.62
2018-05-31,1080.75
2018-06-01,1071.27
2018-06-04,1070.13
2018-06-05,1071.86
2018-06-06,1065.9
2018-06-07,1071.11
2018-06-08,1075.0
2018-06-11,1075.08
2018-06-12,1077.14
2018-06-13,1082.59
2018-06-14,1084.06
2018-06-15,1101.89
2018-06-18,1105.07
2018-06-19,1110.64
2018-06-20,1107.42
2018-06-21,1110.01
2018-06-22,1114.49
2018-06-25,1114.4
2018-06-26,1118.08
2018-06-27,1121.57
2018-06-28,1121.96
2018-06-29,1111.79
2018-07-02,1119.31
2018-07-03,1114.41
2018-07-04,
2018-07-05,1118.2
2018-07-06,1114.98
2018-07-09,1111.38
2018-07-10,1113.81
2018-07-11,1122.1
2018-07-12,1121.38
2018-07-13,1130.3
2018-07-16,1127.81
2018-07-17,1125.63
2018-07-18,1130.76
2018-07-19,1136.38
2018-07-20,1128.16
2018-07-23,1134.45
2018-07-24,1127.39
2018-07-25,1122.59
2018-07-26,1121.72
2018-07-27,1115.77
2018-07-30,1116.98
2018-07-31,1112.75
2018-08-01,1118.15
2018-08-02,1126.91
2018-08-03,1122.68
2018-08-06,1125.9
2018-08-07,1118.0
2018-08-08,1119.01
2018-08-09,1119.0
2018-08-10,1130.19
2018-08-13,1133.19
2018-08-14,1128.9
2018-08-15,1135.3
2018-08-16,1125.35
2018-08-17,1123.2
2018-08-20,1121.3
2018-08-21,1117.41
2018-08-22,1117.0
2018-08-23,1123.37
2018-08-24,1113.3
2018-08-27,1107.69
2018-08-28,1105.14
2018-08-29,1109.2
2018-08-30,1113.13
2018-08-31,1116.5
2018-09-03,
2018-09-04,1117.5
2018-09-05,1121.0
2018-09-06,1122.4
2018-09-07,1123.5
2018-09-10,1127.9
2018-09-11,1126.17
2018-09-12,1121.62
2018-09-13,1120.9
2018-09-14,1119.0
2018-09-17,1124.71
2018-09-18,1122.18
2018-09-19,1120.61
2018-09-20,1119.58
2018-09-21,1114.3
2018-09-24,1119.28
2018-09-25,1118.12
2018-09-26,1114.64
2018-09-27,1113.41
2018-09-28,1109.76
2018-10-01,1112.53
2018-10-02,1112.43
2018-10-03,1121.42
2018-10-04,1130.78
2018-10-05,1131.25
2018-10-08,
2018-10-09,1132.87
2018-10-10,1138.9
2018-10-11,1134.16
2018-10-12,1130.82
2018-10-15,1129.3
2018-10-16,1123.88
2018-10-17,1126.2
2018-10-18,1138.06
2018-10-19,1131.13
2018-10-22,1132.7
2018-10-23,1137.53
2018-10-24,1136.66
2018-10-25,1134.9
2018-10-26,1141.74
2018-10-29,1139.81
2018-10-30,1137.68
2018-10-31,1140.78
2018-11-01,1126.19
2018-11-02,1117.72
2018-11-05,1122.13
2018-11-06,1121.31
2018-11-07,1117.52
2018-11-08,1118.99
2018-11-09,1131.4
2018-11-12,
2018-11-13,1132.29
2018-11-14,1132.1
2018-11-15,1127.2
2018-11-16,1124.81
2018-11-19,1126.08
2018-11-20,1128.53
2018-11-21,1127.3
2018-11-22,
2018-11-23,1130.9
2018-11-26,1126.69
2018-11-27,1129.41
2018-11-28,1127.81
2018-11-29,1119.91
2018-11-30,1118.61
2018-12-03,1110.2
2018-12-04,1108.82
2018-12-05,
2018-12-06,1122.07
2018-12-07,1121.8
2018-12-10,1128.3
2018-12-11,1128.6
2018-12-12,1124.51
2018-12-13,1124.73
2018-12-14,1133.2
2018-12-17,1130.17
2018-12-18,1127.76
2018-12-19,1120.96
2018-12-20,1123.87
2018-12-21,1125.3
2018-12-24,
2018-12-25,
2018-12-26,1124.23
2018-12-27,1121.37
2018-12-28,1114.9
2018-12-31,1112.85
2019-01-01,
2019-01-02,1119.11
2019-01-03,1124.64
2019-01-04,1116.73
2019-01-07,1117.5
2019-01-08,1122.93
2019-01-09,1117.7
2019-01-10,1116.1
2019-01-11,1117.18
2019-01-14,
2019-01-15,1122.59
2019-01-16,1119.1
2019-01-17,1123.34
2019-01-18,1122.8
