Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1953-06,-4.81,-1.54,-1.22,-2.78,-1.38,-1.87,-1.06,-2.39,-2.41,-0.91,-2.41,-2.5,-1.45,-0.68,-2.16,-1.76,-3.57,-2.08,-2.89
1953-07,1.44,2.5,3.34,1.41,2.52,2.14,3.02,4.03,1.27,2.82,2.19,2.42,1.88,2.73,3.2,5.0,1.54,0.79,1.91
1953-08,-9.2,-2.38,-4.93,-7.16,-1.97,-4.15,-3.8,-6.49,-7.06,-2.19,-1.71,-3.61,-4.66,-2.36,-4.7,-6.21,-7.25,-7.17,-6.93
1953-09,-1.75,1.64,0.01,-0.5,1.62,1.01,0.43,-0.93,0.77,1.19,2.1,1.72,0.32,-0.12,0.79,-0.67,-1.64,0.66,0.91
1953-10,0.6,3.74,5.78,6.87,3.65,5.27,4.58,6.4,6.9,4.2,3.03,3.98,6.52,3.22,5.45,6.24,6.84,6.21,7.79
1953-11,5.31,3.76,2.49,2.4,3.69,2.78,3.71,2.12,2.81,4.85,2.36,3.98,1.63,2.3,4.58,2.15,2.03,3.66,1.72
1953-12,-6.09,0.57,0.53,0.51,0.62,-0.2,1.01,1.2,0.06,0.74,0.48,0.42,-0.8,0.57,1.28,1.31,0.92,0.53,-0.55
1954-01,12.35,3.04,6.57,7.71,2.51,4.91,6.31,7.76,8.63,2.36,2.69,4.64,5.17,6.26,6.34,8.1,6.86,7.59,10.02
1954-02,1.45,1.3,2.32,1.76,1.11,1.91,2.06,2.56,1.91,0.96,1.29,1.88,1.94,1.66,2.3,2.9,1.62,1.96,1.84
1954-03,1.92,3.81,4.11,5.24,3.9,3.75,3.54,4.71,6.0,5.31,2.23,3.53,3.96,1.47,4.8,4.77,4.52,6.87,4.86
1954-04,-5.64,4.41,5.22,5.53,3.79,5.59,4.57,6.52,3.02,5.16,2.13,6.23,4.97,3.95,4.93,6.03,7.9,1.61,4.9
1954-05,3.19,2.23,3.11,4.84,3.02,1.62,3.3,3.22,5.43,4.25,1.47,-0.03,3.26,2.57,3.72,2.82,4.31,4.44,6.7
1954-06,4.08,2.88,-0.24,1.0,2.34,3.43,1.27,-2.86,2.26,2.7,1.87,4.49,2.4,-0.06,2.02,-3.86,-0.15,2.76,1.62
1954-07,20.34,2.99,6.19,8.11,2.51,4.89,7.76,4.15,10.96,1.25,3.64,6.08,3.75,6.29,8.43,4.0,4.4,8.81,13.21
1954-08,-8.26,-2.76,-2.02,-3.07,-3.0,-2.35,-2.75,-0.17,-4.0,-2.81,-3.16,-1.3,-3.39,-3.85,-2.27,0.74,-1.8,-3.68,-4.31
1954-09,2.99,4.64,9.46,8.29,4.89,4.34,10.92,8.4,8.22,5.87,4.03,3.1,5.59,5.48,13.28,8.41,8.37,8.26,8.18
1954-10,-0.66,-2.68,-1.48,0.07,-2.86,-2.01,-1.3,-1.68,1.9,-3.03,-2.7,-1.55,-2.47,-1.38,-1.27,-1.29,-2.38,3.11,0.67
1954-11,9.19,9.71,8.05,12.65,10.3,7.0,7.6,9.34,14.95,13.8,7.17,6.11,7.88,9.74,6.73,9.29,9.41,12.11,17.9
1954-12,17.29,2.93,5.34,10.5,2.89,3.66,5.31,7.48,10.92,3.39,2.42,3.18,4.13,4.81,5.51,6.17,9.89,11.29,10.55
1955-01,12.72,-0.18,1.22,2.0,-0.04,-0.41,0.32,2.01,4.38,-1.31,1.16,-1.05,0.21,0.42,0.28,4.01,-1.54,2.0,6.75
1955-02,4.34,3.91,1.63,3.81,3.89,3.25,1.92,1.63,3.8,4.18,3.62,4.03,2.49,4.08,1.02,0.45,3.83,3.91,3.7
1955-03,-1.16,-0.21,-0.39,0.53,-0.43,-0.23,-0.21,0.17,0.46,0.5,-1.3,1.15,-1.59,1.22,-0.82,-0.09,0.63,-0.3,1.19
1955-04,2.78,4.33,3.04,2.35,4.89,1.62,3.55,1.81,3.07,6.82,3.04,0.81,2.45,4.61,3.09,2.14,1.22,2.17,3.91
1955-05,9.2,2.33,0.46,0.18,2.58,0.55,0.83,-0.15,0.13,3.91,1.25,0.74,0.36,3.79,-0.47,-0.38,0.25,0.79,-0.48
1955-06,1.62,5.47,7.85,11.62,5.85,2.39,8.32,10.97,11.23,8.67,2.97,2.91,1.87,4.78,9.95,10.25,12.25,7.86,14.39
1955-07,0.77,-0.2,2.85,8.28,-0.74,0.87,3.69,9.18,1.14,-1.74,1.09,1.13,0.23,0.82,5.79,2.81,11.47,0.42,2.42
1955-08,-1.36,1.16,-0.11,-0.74,1.75,-0.16,-0.55,-1.03,1.74,1.78,1.7,-0.27,0.11,0.22,-1.1,1.13,-1.74,0.44,3.98
1955-09,-2.37,-1.09,-1.4,4.27,-1.92,0.15,-1.65,4.32,0.53,-2.62,-0.68,0.97,-1.9,-2.49,-1.05,-0.13,5.84,1.97,-1.87
1955-10,-3.34,-2.86,-1.81,-3.13,-3.1,-2.35,-1.59,-3.4,-1.13,-3.29,-2.77,-2.27,-2.54,-2.46,-0.99,-1.78,-3.93,-0.77,-1.76
1955-11,3.46,6.62,6.77,8.57,7.66,4.45,7.4,8.29,7.65,8.03,7.01,4.15,5.21,5.71,8.56,6.27,8.95,6.37,9.88
1955-12,2.99,2.29,2.21,0.67,2.14,2.44,2.25,-0.14,4.62,3.1,0.46,2.65,1.91,2.42,2.13,2.35,-0.95,4.21,5.3
1956-01,-2.91,-3.3,-1.54,-4.17,-4.57,-0.89,-0.94,-3.72,-4.16,-4.83,-4.09,-0.17,-2.71,-0.95,-0.94,-2.33,-4.18,-3.46,-5.35
1956-02,3.47,4.13,4.18,4.26,5.13,2.49,4.16,4.49,3.38,4.79,5.73,1.78,4.35,6.05,2.9,4.09,4.63,3.58,3.04
1956-03,3.05,6.72,8.62,5.59,6.91,5.99,9.48,6.22,6.26,7.6,5.69,6.25,5.31,6.16,11.77,8.94,5.3,6.28,6.23
1956-04,-3.55,-0.32,1.1,1.66,-0.64,0.3,0.97,0.44,6.27,-0.93,-0.11,0.45,-0.09,0.27,1.42,2.61,-0.32,8.7,2.07
1956-05,-4.28,-4.67,-4.58,-6.3,-5.4,-2.79,-4.65,-6.28,-6.28,-5.57,-5.11,-2.88,-2.56,-3.25,-5.55,-6.17,-6.31,-6.03,-6.72
1956-06,-0.55,4.01,2.76,5.53,4.81,2.65,2.38,4.87,5.35,5.83,2.98,2.11,4.05,3.8,1.43,2.81,5.61,5.6,4.9
1956-07,-1.25,4.37,5.22,8.62,4.27,4.52,7.26,5.38,8.76,3.97,5.34,4.63,4.41,7.11,7.4,4.17,8.46,9.97,5.3
1956-08,-2.1,-3.61,-3.06,-0.36,-4.11,-2.91,-4.95,-0.88,0.32,-4.44,-2.92,-2.4,-3.38,-4.75,-5.14,-0.75,-1.2,-0.66,3.27
1956-09,-0.7,-6.32,-4.46,-2.36,-7.03,-4.81,-5.31,-3.09,-1.72,-7.52,-5.3,-4.65,-4.95,-5.44,-5.17,-3.07,-3.14,-1.74,-1.67
1956-10,-5.47,0.7,0.34,2.1,1.32,-0.13,1.12,-0.09,3.01,1.51,0.67,-0.75,0.45,-0.37,2.55,-0.52,0.97,3.01,3.03
1956-11,0.48,-0.69,0.71,2.71,-1.24,1.83,-0.03,-0.16,3.05,-1.63,0.13,0.61,2.97,0.87,-0.87,-1.16,2.26,3.85,0.77
1956-12,-7.35,3.26,4.14,4.56,3.91,2.96,5.95,3.09,4.48,4.0,3.61,1.72,4.09,3.28,8.47,2.42,4.66,4.38,4.78
1957-01,9.27,-3.15,-3.8,-6.9,-4.41,-1.47,-3.18,-5.99,-7.32,-5.14,-1.92,-0.14,-2.64,-1.25,-4.9,-5.82,-6.37,-8.53,-3.72
1957-02,-8.44,-0.88,-1.61,-4.31,-1.2,-0.68,-1.15,-3.28,-4.01,-1.29,-0.91,-0.17,-1.15,-2.58,0.18,-2.67,-4.69,-5.1,-0.97
1957-03,13.43,2.47,2.29,2.15,2.98,2.31,2.44,1.21,2.34,3.0,2.92,1.3,3.24,3.06,1.88,0.91,1.92,2.23,2.63
1957-04,-3.2,4.55,5.32,4.03,5.85,2.64,5.59,6.07,4.57,6.35,4.18,1.54,3.62,4.91,6.22,7.24,3.33,4.99,3.45
1957-05,4.39,3.78,4.69,1.78,4.36,4.68,4.66,1.9,2.27,4.75,3.04,2.39,6.7,4.21,5.06,2.21,1.14,2.59,1.37
1957-06,-0.11,0.06,-0.99,0.38,0.97,-1.57,-1.72,-0.09,0.72,1.76,-1.74,-2.16,-1.07,-1.86,-1.58,-0.11,-0.06,1.49,-1.38
1957-07,0.62,1.41,0.72,0.1,0.76,1.73,1.23,0.27,0.51,1.11,-0.36,2.18,-0.34,0.84,1.76,0.63,-0.54,0.01,1.02
1957-08,-8.23,-4.85,-4.15,-5.28,-6.01,-3.4,-4.18,-4.86,-6.54,-6.36,-4.88,-3.48,-3.02,-3.88,-4.57,-5.55,-3.28,-6.89,-6.19
1957-09,-5.96,-6.12,-4.73,-4.21,-6.37,-5.53,-5.0,-3.71,-5.96,-6.61,-5.62,-5.84,-4.13,-5.52,-4.3,-4.7,-1.51,-5.66,-6.26
1957-10,-13.8,-3.49,-3.25,-5.39,-3.19,-3.75,-3.51,-2.8,-6.53,-3.24,-3.01,-3.84,-3.34,-4.09,-2.72,-2.37,-3.72,-7.18,-5.87
1957-11,9.46,2.77,2.77,1.63,5.64,0.24,2.76,2.28,0.06,5.97,4.56,-0.52,3.68,2.56,3.03,1.54,3.87,1.33,-1.21
1957-12,-2.18,-3.05,-3.23,-5.55,-3.41,-2.45,-3.5,-3.93,-7.49,-4.06,-1.34,-2.61,-1.78,-3.27,-3.8,-4.43,-2.87,-7.57,-7.41
1958-01,15.08,3.16,5.59,8.64,2.78,4.22,4.7,7.09,9.25,2.61,3.29,3.63,6.74,5.73,3.33,6.73,7.84,7.82,10.7
1958-02,-3.63,-1.74,-0.46,-0.32,-2.06,-0.91,-0.51,-1.51,-0.76,-2.74,0.07,-1.36,0.98,0.06,-1.29,-2.36,0.26,0.72,-2.23
1958-03,-0.21,3.1,3.7,4.82,2.89,3.16,3.89,4.95,4.98,2.6,3.74,3.36,2.36,2.55,5.72,5.12,4.61,5.49,4.47
1958-04,8.28,2.58,4.26,2.72,1.02,4.28,4.96,3.02,2.44,0.68,2.04,4.43,3.65,5.46,4.31,2.99,3.09,3.53,1.31
1958-05,7.7,1.81,2.8,2.66,1.99,2.01,2.65,1.83,3.5,1.46,3.56,1.61,3.7,3.38,1.67,1.96,1.57,4.51,2.44
1958-06,3.35,2.86,3.03,2.76,3.06,2.43,3.58,3.26,2.5,3.41,2.02,2.62,1.64,2.82,4.61,3.34,3.1,2.13,2.9
1958-07,7.27,4.22,3.67,8.0,5.65,2.27,3.32,6.41,7.78,5.7,5.53,2.0,3.25,3.62,2.47,5.49,8.43,8.08,7.07
1958-08,8.61,1.73,1.62,3.4,1.65,1.91,1.18,3.03,3.42,2.13,0.5,1.86,2.08,0.57,2.88,2.89,3.35,3.92,2.27
1958-09,15.48,4.21,5.67,7.27,4.07,4.25,6.9,4.76,6.71,3.65,5.09,4.43,3.59,7.24,5.94,3.06,8.38,5.89,8.63
1958-10,17.83,2.24,2.82,4.56,2.72,1.6,2.96,2.83,5.6,2.85,2.43,1.45,2.13,2.56,4.07,2.98,2.51,7.5,1.24
1958-11,2.17,3.09,2.9,3.47,3.67,3.15,2.43,2.79,1.99,3.67,3.67,2.15,6.7,2.76,1.52,0.99,6.47,1.34,3.55
1958-12,11.64,6.7,3.97,5.78,7.3,5.78,3.58,4.22,5.73,8.11,5.33,5.69,6.07,2.81,5.7,3.37,5.87,6.66,3.55
1959-01,-0.56,-0.04,1.33,2.18,-0.7,1.51,0.44,2.63,2.43,-1.13,0.36,1.07,2.99,-0.2,2.15,3.11,1.71,0.97,5.99
1959-02,-5.87,2.4,-1.34,2.13,3.79,0.82,-3.15,1.35,2.06,4.31,2.49,0.11,3.16,-3.64,-1.83,0.88,2.26,0.68,5.29
1959-03,3.27,1.17,0.11,-0.09,1.35,0.53,0.55,-0.8,0.23,1.84,0.13,0.86,-0.54,0.02,1.93,-0.84,-0.72,-1.96,5.12
1959-04,6.22,4.58,3.74,4.42,5.62,2.44,4.87,2.97,4.26,6.3,3.89,2.77,1.38,6.15,1.65,2.03,4.74,3.4,6.07
1959-05,2.4,2.43,1.75,3.62,4.07,0.27,1.66,1.57,4.1,4.14,3.87,-0.48,2.76,1.92,0.99,0.97,2.67,3.55,5.22
1959-06,6.12,-0.67,-0.02,2.54,-0.55,-0.59,-0.37,1.83,2.0,-1.08,0.85,-0.9,0.44,-0.77,0.7,0.85,3.6,2.09,1.81
1959-07,-0.31,4.38,2.27,3.77,4.64,2.26,2.46,3.37,3.89,3.83,5.57,3.22,1.1,2.19,3.35,3.13,3.66,2.81,5.17
1959-08,-0.34,-1.87,0.0,-1.66,-1.89,-1.0,0.29,-1.69,-0.98,-2.46,-1.26,-1.78,-0.03,0.3,0.23,-1.17,-2.31,-0.42,-1.63
1959-09,-7.94,-4.95,-4.03,-2.65,-4.71,-5.14,-3.68,-3.71,-3.68,-4.4,-5.07,-6.02,-4.08,-3.47,-4.38,-5.45,-1.64,-4.6,-2.61
1959-10,-0.15,1.23,1.54,2.76,0.89,2.12,1.9,1.03,3.7,2.13,-0.48,2.78,1.33,1.61,2.86,0.31,1.86,3.63,3.77
1959-11,1.11,3.43,0.46,0.95,3.45,2.89,0.02,-1.15,4.07,6.28,0.2,3.33,2.36,-0.21,0.8,-0.3,-2.12,4.62,3.45
1959-12,3.37,3.46,2.58,1.42,3.49,2.75,2.66,2.83,0.16,3.31,3.72,3.29,2.1,2.98,1.57,2.9,2.74,-0.58,1.0
1960-01,-8.23,-8.88,-4.96,-5.68,-9.2,-7.08,-4.32,-5.65,-5.21,-9.71,-8.58,-7.37,-6.72,-4.19,-4.76,-5.22,-6.15,-4.92,-5.53
1960-02,-3.42,1.12,3.19,-0.2,1.25,1.36,4.0,-0.43,1.34,2.96,-0.81,0.51,2.41,4.59,1.98,0.73,-1.78,1.84,0.78
1960-03,-5.62,-1.16,-0.95,-1.12,-0.8,-1.72,-1.18,0.1,-3.16,-0.02,-1.79,-2.8,-0.41,-1.4,-0.4,-0.68,1.03,-1.68,-4.86
1960-04,-6.33,-1.79,-1.07,-1.18,-2.09,-0.76,-1.37,-0.72,-0.24,-1.61,-2.71,-0.39,-1.19,-1.51,-0.9,0.49,-2.14,0.9,-1.59
1960-05,-1.26,4.66,2.66,1.03,4.67,5.24,2.18,-0.12,2.41,6.78,1.96,4.61,5.99,2.36,1.56,0.12,-0.39,3.06,1.62
1960-06,2.31,1.53,3.12,3.66,1.27,3.54,2.48,4.11,3.02,1.51,0.95,2.69,4.53,2.18,3.53,3.92,4.34,4.9,0.7
1960-07,-3.54,-4.27,-0.25,-0.53,-4.52,-1.86,0.24,0.1,-0.51,-5.49,-3.35,-2.93,-1.25,0.69,-1.27,0.39,-0.56,-1.0,0.05
1960-08,3.91,2.18,4.09,4.02,1.95,2.99,5.33,3.72,3.35,1.35,2.66,3.34,2.79,5.63,4.28,3.11,5.06,3.57,3.11
1960-09,-5.69,-7.54,-4.08,-4.2,-7.96,-4.03,-5.09,-3.06,-4.54,-7.85,-8.09,-5.43,-3.25,-5.11,-5.02,-2.77,-3.68,-3.77,-5.42
1960-10,-0.87,-1.43,0.54,0.03,-1.66,-1.09,1.84,0.75,-0.17,-2.48,-0.71,-0.29,-1.53,2.31,0.21,0.93,0.33,1.0,-1.53
1960-11,-6.39,5.66,4.04,4.56,5.26,3.96,4.46,5.79,5.31,5.33,5.19,7.57,1.95,4.58,4.05,6.85,3.43,5.91,4.61
1960-12,2.51,4.04,6.0,3.94,3.94,3.52,7.96,5.41,4.04,3.84,4.05,4.52,2.93,8.76,5.07,6.12,3.78,5.88,1.85
1961-01,4.43,4.45,7.21,9.43,4.26,7.66,6.58,7.14,8.87,4.15,4.39,5.33,9.04,6.9,5.36,5.79,10.31,8.31,9.55
1961-02,12.2,3.76,2.88,4.21,3.18,3.73,2.25,5.38,4.42,2.2,4.3,6.48,2.15,1.87,3.7,6.03,3.91,2.54,6.73
1961-03,5.03,1.9,3.79,3.36,1.81,2.59,4.47,3.27,4.12,1.71,1.93,2.3,2.76,4.97,2.61,3.73,2.19,3.78,4.53
1961-04,-2.18,-0.28,1.02,2.5,-0.35,0.16,1.11,2.49,2.07,-0.68,0.02,0.07,0.22,1.77,-1.4,2.2,3.17,2.8,1.2
1961-05,0.97,3.61,1.14,4.42,3.24,2.4,1.4,1.81,5.12,2.43,4.15,5.25,0.69,1.05,2.77,1.15,3.33,4.72,5.61
1961-06,1.34,-2.3,-2.93,-2.94,-2.17,-3.05,-3.31,-2.0,-2.8,-2.01,-2.34,-2.88,-3.16,-3.41,-2.93,-1.48,-3.17,-2.76,-2.85
1961-07,4.37,2.73,3.69,3.43,1.51,4.83,3.21,3.7,3.35,0.83,2.17,5.11,4.17,3.82,2.48,3.86,3.49,3.15,3.74
1961-08,-4.42,2.79,2.96,1.06,3.69,1.8,2.94,2.0,0.96,4.49,2.93,1.12,3.41,2.51,3.46,2.66,1.14,-0.14,3.07
1961-09,-8.89,-1.3,-2.75,-0.71,-1.21,-1.79,-1.15,-1.94,-3.42,-0.6,-1.81,-1.46,-2.57,-2.71,0.7,-4.52,1.44,-4.75,-0.96
1961-10,1.06,2.25,3.68,2.94,2.35,2.21,4.79,2.51,4.81,2.03,2.65,2.05,2.59,4.69,4.91,3.3,1.52,6.85,1.18
1961-11,1.94,4.24,4.36,6.83,3.0,5.75,4.1,6.59,4.84,2.12,3.86,6.65,3.64,3.78,4.48,5.16,8.38,4.05,6.33
1961-12,4.04,-0.28,-0.45,3.09,-0.84,0.0,-2.01,3.05,1.85,-1.24,-0.46,0.77,-1.84,-2.04,-1.99,2.24,4.03,2.58,0.51
1962-01,10.06,-5.8,-2.38,-0.08,-6.27,-4.41,-3.16,-0.59,-0.16,-5.08,-7.39,-4.94,-3.1,-3.21,-3.1,-1.07,-0.02,0.61,-1.61
1962-02,-2.56,1.91,2.6,1.36,1.34,2.61,2.3,2.03,2.78,-0.37,3.01,2.94,1.8,1.84,2.81,3.46,0.32,3.42,1.55
1962-03,-1.34,-0.48,-0.03,-0.78,0.42,-1.35,0.51,-0.29,-2.39,0.92,-0.06,-2.09,0.46,0.83,0.15,-0.9,0.45,-1.72,-3.68
1962-04,-9.63,-7.12,-5.54,-5.13,-8.17,-5.06,-5.81,-5.35,-5.57,-10.23,-6.2,-5.18,-4.79,-5.34,-6.33,-5.79,-4.81,-5.43,-5.85
1962-05,-10.21,-9.93,-7.31,-5.26,-10.52,-8.79,-8.62,-4.72,-6.67,-11.05,-10.04,-8.88,-8.56,-8.52,-8.75,-5.12,-4.23,-6.61,-6.8
1962-06,-7.15,-9.99,-7.08,-5.06,-10.9,-8.23,-7.16,-5.76,-5.26,-12.12,-9.78,-8.39,-7.86,-7.3,-7.0,-6.47,-4.92,-4.36,-7.06
1962-07,9.13,8.85,4.93,4.17,9.82,6.34,5.48,4.99,4.42,12.97,8.11,7.69,2.66,4.35,6.03,5.8,3.29,3.7,5.76
1962-08,5.13,2.6,1.96,2.08,2.95,1.94,2.25,1.64,2.43,3.03,2.9,2.18,1.23,1.64,2.54,1.98,0.91,2.11,3.0
1962-09,-8.5,-6.28,-3.57,-3.57,-7.23,-4.87,-3.55,-3.79,-3.07,-9.79,-5.77,-5.11,-4.16,-5.76,-2.5,-3.08,-5.34,-2.7,-3.71
1962-10,-1.93,1.1,0.38,-0.43,0.03,1.7,0.77,-0.48,-0.08,-1.88,1.08,2.39,-0.27,-0.43,1.33,0.08,-1.72,-0.43,0.57
1962-11,18.98,11.54,9.69,11.15,13.47,10.06,8.84,10.02,10.97,15.58,12.34,9.27,12.38,11.65,7.58,9.24,11.79,11.04,10.86
1962-12,-4.43,0.81,2.45,2.08,0.36,0.91,2.52,2.9,3.04,-0.96,1.08,1.37,-0.39,1.12,3.18,4.84,-1.39,3.46,2.31
1963-01,7.13,4.71,5.35,4.59,5.24,4.65,5.88,4.41,3.97,6.54,4.54,4.06,6.38,5.15,6.22,3.33,6.95,3.21,5.34
1963-02,-1.71,-2.92,-1.99,-1.24,-3.37,-2.1,-2.46,-1.52,-1.18,-4.52,-2.74,-2.36,-1.35,-2.19,-2.58,-1.53,-1.49,-0.63,-2.15
1963-03,3.83,2.33,4.24,5.13,2.31,2.68,4.09,4.72,5.48,2.74,2.07,2.35,3.61,2.05,5.03,5.09,3.86,4.98,6.37
1963-04,2.78,4.9,4.06,5.8,5.67,3.79,4.29,4.68,5.81,8.06,4.37,3.96,3.31,3.86,4.49,4.21,5.75,6.96,3.78
1963-05,4.89,1.68,2.8,1.13,2.94,0.77,3.85,1.39,0.61,3.64,2.55,0.12,2.62,1.36,4.95,0.66,3.06,0.35,1.09
1963-06,-1.5,-2.71,-1.55,-0.45,-3.07,-2.46,-2.26,0.38,-0.11,-4.61,-2.19,-2.27,-2.99,-1.07,-2.78,1.31,-1.67,0.22,-0.73
1963-07,1.51,-0.33,0.22,0.92,-0.54,0.06,0.6,1.09,-0.34,-0.16,-0.85,0.56,-0.53,1.36,-0.71,-0.54,1.57,-0.27,-0.42
1963-08,7.73,5.38,4.77,6.05,5.14,5.88,4.53,5.62,6.72,5.75,4.65,6.41,5.25,3.93,5.58,5.29,5.72,7.32,5.99
1963-09,-5.73,-0.41,-2.09,-1.55,0.01,-1.95,-2.44,-1.34,-1.66,-0.22,0.21,-2.18,-1.67,-2.85,-1.72,-0.81,-1.5,-1.26,-2.15
1963-10,4.19,3.78,0.36,6.53,4.05,1.32,0.44,6.79,2.82,4.91,3.36,2.63,-0.25,0.13,0.96,1.14,8.4,3.96,1.43
1963-11,-1.23,0.94,-0.89,-3.91,1.28,-0.84,-0.9,-4.21,-0.96,-0.57,2.79,-0.52,-1.24,-0.1,-2.25,-0.06,-5.32,-1.87,0.19
1963-12,2.81,2.29,2.61,1.42,2.23,2.76,2.89,1.33,0.89,3.15,1.5,2.56,3.0,3.76,1.41,0.05,1.69,1.75,-0.16
1964-01,2.04,3.14,2.44,2.18,3.26,1.4,3.53,2.02,1.97,3.36,3.19,2.62,-0.12,4.0,2.7,1.08,2.28,2.01,1.92
1964-02,4.09,1.36,1.66,2.97,1.18,1.75,1.67,2.06,5.03,1.7,0.77,2.15,1.23,2.14,0.85,2.49,1.94,4.6,5.58
1964-03,2.1,0.98,2.51,2.41,0.86,1.36,2.64,2.93,2.27,2.0,-0.07,1.52,1.15,1.9,3.98,4.58,2.47,2.27,2.27
1964-04,-0.53,-0.85,1.04,3.24,-0.91,0.01,1.19,3.5,1.12,-2.05,0.05,-0.59,0.79,1.79,0.14,0.6,4.32,3.47,-1.79
1964-05,6.0,1.35,1.01,2.91,1.44,0.9,0.98,2.99,1.98,2.69,0.41,0.98,0.81,1.3,0.41,1.57,3.38,3.85,-0.48
1964-06,4.27,2.05,1.69,0.74,2.08,1.48,1.95,0.82,1.02,0.76,3.18,1.94,0.89,1.3,3.14,1.64,0.6,0.83,1.28
1964-07,1.79,0.86,3.36,2.71,0.59,2.38,2.44,4.56,2.31,0.36,0.77,2.67,2.06,2.48,2.34,5.21,3.06,1.99,2.61
