Date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1973-04,-5.36,-5.41,-2.81,-4.64,-9.0,-4.49,-6.44,-5.56,-5.2,-3.27,-2.39,-4.69,-4.59,-7.23,-11.43
1973-05,-5.12,-1.92,-1.5,-0.83,-4.47,-4.83,-5.48,-2.39,-1.26,-2.31,-0.78,-2.02,0.59,-3.11,-6.44
1973-06,-2.31,-1.29,0.02,-1.31,-2.43,-2.43,-2.16,-0.97,-1.74,1.06,-0.91,-0.01,-2.83,-0.26,-5.69
1973-07,9.82,3.44,4.0,10.36,9.69,11.86,8.54,2.8,4.33,1.98,5.59,9.77,11.19,6.78,16.69
1973-08,-1.44,-3.95,-3.33,-3.71,-2.77,-3.06,-0.38,-3.52,-4.55,-3.3,-3.35,-4.24,-2.99,-3.01,-2.23
1973-09,9.25,2.98,3.59,7.96,8.57,10.49,8.47,0.51,6.43,3.37,3.76,7.25,8.92,8.12,9.53
1973-10,2.27,1.62,-0.48,-0.33,-3.86,-0.36,3.97,4.02,-1.56,-0.46,-0.49,0.19,-1.03,-3.98,-3.6
1973-11,-15.13,-8.76,-12.54,-13.08,-19.12,-19.41,-12.49,-8.44,-9.21,-12.6,-12.49,-12.46,-13.91,-17.32,-22.96
1973-12,3.66,2.01,0.9,-1.06,-1.35,0.91,5.23,0.94,3.52,1.99,0.08,-2.28,0.62,-1.38,-1.29
1974-01,0.46,-1.44,-1.14,1.12,6.9,3.78,-1.35,-3.31,1.11,-2.62,0.01,1.05,1.22,7.38,5.81
1974-02,1.57,0.74,-1.27,-0.4,0.44,0.28,2.31,-0.03,1.77,-2.33,-0.48,-0.85,0.19,0.24,0.91
1974-03,-2.42,-2.13,-0.82,-2.39,-3.3,-4.5,-1.24,-2.04,-2.24,-0.86,-0.78,-2.91,-1.7,-3.06,-3.85
1974-04,-3.56,-3.72,-3.33,-3.87,-3.55,-5.02,-2.76,-4.76,-2.37,-4.01,-2.84,-3.1,-4.86,-3.3,-4.12
1974-05,-6.26,-4.14,-0.86,-2.93,-1.0,-5.79,-6.51,-5.5,-2.41,-1.19,-0.61,-3.06,-2.76,1.87,-7.66
1974-06,-1.46,-0.65,-0.88,-1.05,-3.52,-4.19,0.0,-1.54,0.44,-0.93,-0.85,-0.62,-1.61,-3.07,-4.68
1974-07,-1.85,-7.07,-9.57,-12.51,-9.83,-1.49,-1.96,-6.1,-8.34,-8.49,-10.75,-13.45,-11.63,-9.42,-10.29
1974-08,-8.12,-7.21,-8.46,-10.51,-9.07,-6.86,-8.53,-5.37,-9.68,-8.69,-8.21,-10.95,-10.11,-10.43,-7.53
1974-09,-11.28,-11.26,-11.27,-13.84,-15.56,-8.29,-12.27,-10.83,-11.86,-10.48,-12.14,-13.58,-14.06,-14.06,-17.19
