Date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1971-12,8.59,10.02,10.97,13.86,12.99,7.99,9.25,10.21,9.83,10.36,11.58,12.8,14.77,14.55,12.28
1972-01,2.85,3.08,7.17,9.55,17.49,2.55,3.14,3.14,3.03,5.91,8.35,9.17,9.85,13.41,19.61
1972-02,1.66,3.34,3.65,4.75,5.1,1.33,1.99,2.63,4.09,3.53,3.75,4.08,5.31,5.4,4.95
1972-03,1.22,0.99,1.18,0.48,-1.35,2.08,0.33,1.2,0.8,1.06,1.3,0.79,0.24,-1.39,-1.33
1972-04,-0.22,1.28,1.02,1.73,-0.87,-0.98,0.54,1.37,1.19,0.92,1.11,0.93,2.33,-0.07,-1.22
1972-05,0.08,-0.59,-1.07,-1.45,-3.47,-0.21,0.38,-0.24,-0.93,-0.76,-1.34,-1.67,-1.27,-2.83,-3.75
1972-06,-1.65,-2.64,-2.94,-4.03,-4.28,-0.93,-2.46,-2.74,-2.54,-2.79,-3.09,-3.73,-4.3,-4.03,-4.4
1972-07,0.13,-1.36,-2.24,-3.71,-4.75,0.08,0.19,-0.9,-1.78,-3.04,-1.53,-3.3,-4.06,-3.88,-5.16
1972-08,3.18,2.75,2.28,2.1,-0.66,2.93,3.43,3.69,1.83,2.74,1.82,3.13,1.18,0.4,-1.29
1972-09,-1.27,-1.92,-2.26,-3.46,-4.59,-1.24,-1.31,-1.71,-2.12,-1.86,-2.61,-3.45,-3.47,-3.67,-5.14
1972-10,1.32,1.01,-0.76,-1.6,-3.58,2.14,0.52,0.96,1.05,-0.6,-0.92,-1.04,-2.09,-1.92,-4.54
1972-11,5.14,5.78,6.1,6.37,4.05,4.93,5.35,5.59,5.95,6.43,5.78,7.01,5.73,5.4,3.39
1972-12,-0.46,0.87,-0.81,-2.02,-4.56,-0.31,-0.62,1.17,0.6,-0.2,-1.32,-1.79,-2.2,-2.89,-5.36
1973-01,-1.86,-4.91,-4.13,-4.9,-4.25,-1.25,-2.45,-5.11,-4.71,-4.05,-4.21,-4.86,-4.94,-5.7,-3.5
1973-02,-3.41,-5.75,-6.89,-8.18,-9.51,-3.71,-3.1,-5.05,-6.42,-6.25,-7.53,-7.54,-8.79,-8.97,-9.79
1973-03,-2.12,-1.55,-2.48,-3.25,-3.4,-1.85,-2.39,-2.01,-1.09,-2.81,-2.14,-3.12,-3.36,-2.52,-3.85
1973-04,-2.37,-5.16,-6.61,-8.31,-9.97,-1.86,-3.19,-4.98,-5.33,-6.27,-6.93,-8.22,-8.38,-9.21,-10.36
1973-05,-4.47,-5.61,-7.9,-8.79,-11.99,-3.96,-5.35,-5.7,-5.53,-7.34,-8.4,-8.27,-9.21,-10.88,-12.54
1973-06,-2.09,-3.85,-4.41,-5.04,-4.67,-1.89,-2.39,-3.85,-3.86,-3.94,-4.85,-4.51,-5.52,-4.5,-4.75
1973-07,2.26,7.07,10.88,13.62,16.12,0.74,4.75,6.51,7.63,10.58,11.16,13.0,14.3,15.34,16.58
1973-08,-2.63,-2.97,-3.46,-4.54,-6.94,-2.45,-2.9,-2.69,-3.29,-2.99,-3.96,-3.58,-5.36,-5.41,-7.77
1973-09,4.7,6.65,8.93,10.04,7.48,4.17,5.62,6.07,7.21,8.77,9.05,9.77,10.24,8.1,7.14
1973-10,1.84,0.96,0.71,-0.82,-2.29,1.76,1.99,0.46,1.47,2.12,-0.7,0.53,-2.06,-1.08,-2.85
1973-11,-11.34,-15.28,-17.71,-20.34,-21.69,-10.38,-13.15,-13.64,-16.96,-17.62,-17.8,-20.73,-19.95,-21.66,-21.7
1973-12,-2.08,-2.99,-2.79,-3.81,-6.35,-2.59,-1.17,-3.54,-2.51,-2.91,-2.66,-3.48,-4.11,-5.06,-6.98
1974-01,6.1,9.17,10.62,14.44,20.48,5.58,6.99,8.42,9.82,9.82,11.36,13.86,14.9,16.7,22.42
1974-02,0.85,1.83,2.18,0.36,-0.45,1.09,0.44,1.65,2.0,3.36,1.04,0.27,0.45,1.1,-1.3
1974-03,0.95,1.18,0.96,1.48,0.72,1.05,0.79,0.91,1.46,0.67,1.23,1.44,1.52,0.38,0.88
1974-04,-4.57,-4.07,-4.92,-5.69,-6.68,-4.48,-4.72,-3.86,-4.24,-4.43,-5.34,-5.61,-5.77,-6.09,-7.01
1974-05,-5.97,-5.61,-6.54,-6.76,-9.38,-5.69,-6.51,-6.03,-5.22,-6.15,-6.91,-6.28,-7.16,-8.7,-9.75
1974-06,-2.55,-2.51,-2.94,-2.77,-4.13,-2.58,-2.49,-1.93,-3.05,-3.35,-2.59,-1.79,-3.76,-2.97,-4.84
1974-07,-4.76,-4.98,-4.48,-5.17,-6.38,-4.63,-4.97,-4.38,-5.54,-4.35,-4.63,-4.9,-5.38,-5.5,-6.93
1974-08,-7.16,-7.86,-8.58,-8.71,-8.84,-6.97,-7.53,-7.92,-7.81,-8.69,-8.47,-9.21,-8.29,-9.32,-8.57
1974-09,-6.49,-7.11,-7.71,-8.67,-9.65,-6.63,-6.2,-7.65,-6.54,-7.85,-7.54,-8.28,-8.99,-8.9,-10.08
1974-10,5.15,8.29,11.71,12.26,10.29,4.35,6.94,8.52,8.07,11.93,11.51,12.02,12.5,11.69,9.34
1974-11,-2.82,-3.66,-4.66,-5.21,-7.62,-2.61,-3.32,-3.6,-3.73,-4.92,-4.43,-4.53,-5.8,-6.11,-8.58
1974-12,-5.25,-6.09,-6.62,-8.31,-11.39,-5.08,-5.59,-6.22,-5.95,-7.23,-6.06,-7.5,-8.94,-9.58,-12.54
1975-01,17.77,24.27,26.83,30.38,41.37,15.9,21.54,23.52,25.01,26.4,27.22,27.62,32.77,35.23,45.1
1975-02,4.65,4.94,6.92,5.74,6.2,4.58,4.77,4.52,5.32,7.42,6.44,5.68,5.79,7.13,5.61
1975-03,3.72,5.21,6.76,8.6,13.13,3.48,4.18,4.98,5.45,6.3,7.18,7.58,9.52,10.87,14.62
1975-04,2.79,3.9,4.2,4.66,2.74,2.36,3.62,2.83,4.98,4.43,3.97,4.52,4.77,3.64,2.16
1975-05,4.74,5.52,8.23,8.59,9.58,4.57,5.05,4.63,6.36,7.84,8.59,7.93,9.24,9.25,9.8
1975-06,5.59,8.18,7.2,6.97,8.35,5.08,6.61,9.2,7.29,6.75,7.6,6.84,7.07,8.46,8.28
1975-07,-0.28,-0.85,-1.81,-1.4,-0.62,0.09,-1.0,-0.92,-0.77,-3.21,-0.69,-1.87,-1.06,-1.6,-0.09
1975-08,-2.63,-3.1,-4.44,-4.96,-6.79,-2.41,-3.09,-2.52,-3.61,-4.0,-4.82,-3.87,-6.02,-5.5,-7.56
1975-09,-2.07,-2.72,-2.52,-4.38,-5.28,-1.82,-2.6,-2.69,-2.75,-2.66,-2.4,-5.06,-3.66,-2.9,-6.62
1975-10,1.45,3.35,3.52,2.41,-0.19,0.98,2.4,2.65,4.06,3.8,3.26,2.87,2.05,1.05,-0.87
1975-11,2.09,3.02,2.15,3.32,0.56,1.79,2.68,2.65,3.39,3.1,1.27,3.42,3.23,0.52,0.58
1975-12,-0.57,-0.35,-1.08,-0.52,0.2,-0.68,-0.37,0.12,-0.85,-1.25,-0.91,-0.43,-0.6,-0.92,0.76
1976-01,11.85,16.19,18.71,20.78,24.11,10.52,14.32,15.47,16.9,18.7,18.71,20.76,20.81,22.1,25.08
1976-02,4.91,6.73,7.3,9.55,17.0,4.72,5.25,6.05,7.34,7.19,7.38,8.9,10.06,13.43,18.86
1976-03,1.78,1.68,2.74,1.55,2.57,2.18,1.18,2.2,1.14,2.31,3.13,2.18,0.99,2.14,2.79
1976-04,1.38,0.68,-0.79,-0.55,-1.78,1.46,1.26,1.25,0.08,-1.27,-0.34,-0.64,-0.49,-1.53,-1.9
1976-05,-0.14,-0.86,-0.98,-0.98,-4.12,0.1,-0.53,-0.87,-0.86,-1.65,-0.37,-0.51,-1.44,-3.03,-4.62
1976-06,2.3,3.08,3.38,3.26,2.75,2.26,2.39,3.04,3.13,3.1,3.68,2.76,3.73,3.67,2.32
1976-07,1.84,0.76,-0.37,0.24,-0.54,1.76,1.99,0.3,1.18,-0.57,-0.18,-0.09,0.55,0.93,-1.15
1976-08,0.57,-0.55,-0.68,-2.11,-3.8,0.58,0.53,-0.89,-0.25,-0.6,-0.76,-1.98,-2.21,-2.83,-4.23
1976-09,2.13,2.25,2.85,2.03,0.9,2.1,2.18,2.36,2.14,2.49,3.26,2.49,1.62,2.19,0.35
1976-10,-0.91,-1.51,-2.01,-1.85,-3.11,-0.7,-1.27,-1.2,-1.79,-2.44,-1.6,-1.85,-1.85,-2.76,-3.27
1976-11,2.38,2.83,2.74,3.01,2.41,2.15,2.81,2.79,2.87,2.31,3.17,2.89,3.11,3.47,1.96
1976-12,7.14,8.15,9.0,10.25,12.5,7.16,7.09,8.1,8.2,8.24,9.73,9.99,10.52,11.08,13.14
