Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1964-02,4.97,1.46,2.48,2.69,1.68,1.86,1.68,3.19,2.7,1.9,1.38,0.97,2.79,1.57,1.78,3.75,2.66,2.65,2.74
1964-03,1.74,1.43,2.83,5.14,1.27,1.36,2.9,5.01,5.02,1.43,1.06,1.78,0.93,2.09,3.64,4.57,5.43,4.72,5.26
1964-04,6.27,-0.79,0.22,-0.67,-0.57,-0.82,0.47,-0.29,-0.59,-0.73,-0.35,-1.27,-0.35,0.84,0.12,0.31,-0.87,-0.02,-1.03
1964-05,0.15,0.98,0.49,0.75,1.13,0.64,0.42,0.95,0.49,0.14,2.48,0.64,0.65,1.01,-0.13,0.49,1.38,0.1,0.81
1964-06,0.15,1.21,1.92,1.17,1.06,1.78,2.0,1.88,0.8,1.09,1.02,1.55,2.02,1.28,2.66,1.66,2.08,0.78,0.81
1964-07,5.93,2.0,2.64,3.7,2.06,2.5,2.58,2.81,3.85,1.3,3.22,1.87,3.19,2.6,2.57,2.26,3.31,3.97,3.77
1964-08,-4.29,-0.69,-0.23,-0.04,-0.98,-0.26,0.22,0.4,-0.67,-0.89,-1.11,0.02,-0.58,0.74,-0.28,-0.86,1.54,-0.12,-1.06
1964-09,11.3,3.42,3.55,3.34,3.37,3.15,3.73,3.25,3.62,2.9,4.09,3.56,2.71,4.16,3.32,3.92,2.64,3.35,3.8
1964-10,1.12,1.32,1.53,3.18,1.2,1.54,1.26,1.95,3.75,1.8,0.27,1.64,1.42,1.21,1.32,2.17,1.75,3.74,3.76
1964-11,-1.3,-0.24,0.11,-0.46,-0.4,0.47,0.13,-0.46,-0.49,-0.45,-0.33,0.17,0.8,-0.41,0.66,-0.56,-0.36,-0.72,-0.34
1964-12,-6.21,-0.25,-0.46,-1.79,-0.31,-0.16,-0.23,-1.16,-2.04,-0.38,-0.19,-0.13,-0.2,-1.04,0.56,-1.16,-1.16,-1.61,-2.34
1965-01,10.41,7.0,6.1,7.22,7.26,5.67,7.11,5.51,7.74,7.31,7.18,6.38,4.89,7.54,6.69,5.07,5.9,7.94,7.6
1965-02,4.64,2.2,3.08,4.3,2.04,2.77,2.79,3.01,5.1,2.88,0.76,2.58,2.98,3.51,2.08,3.78,2.3,4.06,5.83
1965-03,5.99,0.27,0.58,1.95,0.49,-0.2,1.37,0.4,2.24,0.38,0.67,-0.3,-0.1,0.88,1.85,-0.48,1.21,1.39,2.84
1965-04,4.17,3.1,4.54,4.29,3.19,3.37,3.99,5.0,4.45,3.58,2.6,2.86,3.94,4.57,3.42,6.22,3.88,3.64,5.02
1965-05,1.17,-0.07,-0.55,0.28,-0.07,-0.33,-0.95,-0.34,0.77,0.2,-0.49,-0.06,-0.62,-1.15,-0.76,0.35,-0.96,0.98,0.62
1965-06,-11.55,-8.21,-7.61,-8.35,-8.63,-7.13,-7.85,-7.66,-8.6,-9.96,-6.59,-7.19,-7.06,-8.33,-7.39,-7.59,-7.71,-8.93,-8.37
1965-07,1.08,2.3,2.65,3.45,2.45,1.22,2.9,3.4,3.71,2.84,1.92,1.94,0.56,2.45,3.33,4.06,2.68,3.28,4.0
1965-08,10.77,4.81,4.26,3.49,4.88,4.7,4.12,3.82,3.48,5.31,4.28,4.65,4.75,4.42,3.84,4.09,3.53,3.43,3.5
1965-09,1.71,3.65,3.55,3.15,3.7,2.77,4.49,3.72,2.74,3.28,4.27,3.54,2.06,3.7,5.24,3.16,4.33,2.02,3.22
1965-10,11.8,4.62,4.84,6.72,4.78,4.17,5.21,5.27,7.05,5.43,3.89,4.23,4.11,4.57,5.82,4.81,5.76,6.34,7.52
1965-11,19.39,2.79,4.21,6.18,3.34,3.12,3.43,4.85,6.78,4.72,1.44,1.44,4.66,3.57,3.29,5.23,4.44,5.53,7.6
1965-12,7.75,3.34,4.09,4.94,3.89,1.81,4.94,3.82,5.66,4.24,3.4,2.0,1.64,4.6,5.27,4.74,2.83,4.57,6.38
1966-01,14.48,4.24,4.28,7.8,4.91,2.37,4.03,6.72,8.15,6.57,2.61,2.61,2.15,3.56,4.47,6.65,6.79,9.44,7.31
1966-02,16.98,2.27,1.38,3.85,3.37,0.02,1.48,1.84,4.62,3.48,3.21,-0.43,0.43,1.49,1.47,2.04,1.62,3.86,5.12
1966-03,3.44,-0.34,-1.79,-1.34,0.55,-1.96,-1.56,-2.22,-1.16,1.8,-1.17,-2.51,-1.44,-1.64,-1.48,-2.54,-1.86,-1.49,-0.95
1966-04,5.16,4.22,4.09,5.16,4.75,3.4,3.8,5.0,5.14,6.17,2.81,2.89,3.87,3.64,3.95,4.83,5.19,5.27,5.06
1966-05,-16.44,-7.19,-7.8,-9.64,-8.39,-5.53,-7.36,-9.2,-9.93,-9.33,-7.09,-4.24,-6.73,-6.94,-7.76,-9.57,-8.8,-8.95,-10.57
1966-06,0.05,-0.83,-1.16,0.46,-0.52,-1.87,-0.81,-0.4,0.56,-0.27,-0.86,-1.59,-2.12,-1.05,-0.58,-0.93,0.17,-0.1,0.99
1966-07,-2.67,-1.79,-1.35,-1.12,-1.91,-1.75,-1.29,-0.99,-1.08,-1.7,-2.19,-1.47,-2.04,-1.05,-1.54,-0.76,-1.2,-1.5,-0.82
1966-08,-13.83,-9.56,-9.37,-10.13,-9.66,-9.69,-9.22,-9.77,-9.97,-9.5,-9.89,-9.31,-10.08,-9.81,-8.62,-8.96,-10.52,-9.2,-10.46
1966-09,-3.17,-1.41,-1.47,-1.83,-1.9,-0.63,-1.67,-1.73,-1.76,-2.31,-1.33,-0.19,-1.08,-1.57,-1.77,-1.44,-1.99,-1.1,-2.18
1966-10,-6.56,-1.12,0.25,-1.24,-2.42,1.34,0.21,-0.37,-1.41,-4.33,0.23,2.19,0.46,-0.54,0.96,0.11,-0.82,-0.68,-1.86
1966-11,4.77,6.44,2.92,2.58,7.84,2.89,3.04,2.72,2.53,9.7,5.26,2.92,2.86,3.76,2.3,2.75,2.7,2.57,2.51
1966-12,0.93,2.16,2.33,1.01,2.67,1.47,1.9,2.6,0.69,2.91,2.34,0.86,2.1,2.28,1.51,3.42,1.84,1.28,0.32
1967-01,24.85,15.37,14.77,19.06,16.25,13.33,14.94,17.75,18.82,17.06,15.12,13.15,13.52,14.13,15.77,15.69,19.66,16.87,20.05
1967-02,14.66,5.03,2.32,3.59,6.18,2.45,1.97,2.93,3.72,7.26,4.69,2.12,2.79,2.68,1.24,2.58,3.26,3.15,4.07
1967-03,4.79,5.77,5.75,5.68,6.44,4.24,5.65,6.05,5.99,7.53,4.94,4.07,4.43,5.0,6.31,7.28,4.91,6.05,5.95
1967-04,6.17,5.16,3.51,4.28,5.68,3.58,3.0,5.04,3.89,5.96,5.3,3.85,3.3,2.78,3.23,4.77,5.28,2.99,4.45
1967-05,2.06,-1.91,-1.63,-0.45,-2.09,-1.67,-1.86,-0.42,-0.65,-2.15,-2.0,-1.47,-1.88,-1.62,-2.11,-0.93,0.05,0.54,-1.39
1967-06,12.53,8.4,6.92,7.77,9.84,5.53,6.39,7.75,8.1,9.95,9.67,4.78,6.3,7.1,5.66,8.65,6.93,5.8,9.54
1967-07,11.54,6.59,7.84,9.71,7.15,5.17,8.94,8.37,10.28,6.81,7.61,5.29,5.05,8.5,9.38,8.42,8.32,8.55,11.77
1967-08,1.42,-0.85,0.19,1.53,-0.71,-0.58,0.13,0.48,1.94,-0.89,-0.46,-1.18,0.02,0.64,-0.37,0.45,0.52,1.94,1.95
1967-09,9.87,5.9,5.38,6.52,6.19,4.94,5.64,5.77,6.73,7.49,4.44,5.21,4.66,4.11,7.17,5.56,6.0,5.84,7.5
1967-10,-2.11,-0.89,-2.95,-2.55,-0.54,-2.13,-2.75,-3.0,-2.66,0.39,-1.79,-1.69,-2.57,-2.06,-3.43,-3.69,-2.26,-1.71,-3.49
1967-11,2.06,0.65,0.25,-0.29,0.91,-0.22,0.39,0.07,-0.17,0.79,1.07,0.06,-0.5,0.19,0.6,0.69,-0.59,-0.58,0.18
1967-12,13.71,7.33,6.81,8.41,7.8,5.91,7.15,8.04,8.25,8.98,6.23,6.24,5.58,6.16,8.13,7.31,8.81,8.04,8.43
1968-01,12.82,-1.87,1.26,3.78,-2.93,0.8,1.32,2.46,3.85,-4.15,-1.3,0.6,1.0,2.14,0.5,1.41,3.59,4.1,3.64
1968-02,-8.28,-6.28,-5.56,-4.48,-6.63,-5.53,-5.83,-4.85,-4.39,-7.41,-5.58,-5.45,-5.62,-5.55,-6.1,-5.01,-4.68,-4.41,-4.38
1968-03,-2.22,-0.29,-1.41,-0.56,0.11,-1.39,-1.79,-0.29,-0.79,0.78,-0.81,-1.21,-1.58,-1.95,-1.63,-0.57,0.01,-0.02,-1.46
1968-04,22.67,13.94,12.35,15.55,14.42,11.81,11.67,14.29,16.39,15.66,12.75,12.8,10.8,11.02,12.3,15.05,13.47,16.56,16.25
1968-05,17.47,7.37,7.28,10.67,7.68,6.44,7.57,8.82,10.94,8.24,6.93,6.65,6.23,8.26,6.89,7.72,10.0,10.15,11.63
1968-06,1.72,0.45,2.01,2.02,-0.39,2.71,2.29,1.87,1.51,-1.61,1.27,2.4,3.02,2.22,2.36,0.56,3.28,1.99,1.09
1968-07,3.12,-5.26,-3.14,-1.3,-5.6,-3.6,-3.07,-2.78,-0.93,-5.67,-5.5,-4.21,-2.98,-3.97,-2.09,-3.48,-2.12,-0.42,-1.38
1968-08,5.23,2.9,3.04,4.02,2.9,3.16,3.01,3.21,4.13,2.22,3.9,2.88,3.45,3.81,2.15,2.63,3.75,4.19,4.08
1968-09,11.04,7.01,5.97,7.82,6.77,7.4,5.49,5.72,8.76,7.01,6.44,7.74,7.05,6.13,4.8,5.74,5.7,7.95,9.48
1968-10,-0.03,-0.25,1.25,1.66,-0.79,0.32,2.63,0.99,1.79,-1.73,0.57,1.42,-0.79,1.98,3.34,0.57,1.37,2.37,1.28
1968-11,5.09,6.95,7.54,6.97,7.13,7.64,6.4,7.51,7.15,7.77,6.21,6.39,8.9,6.95,5.81,8.52,6.58,7.14,7.15
1968-12,5.29,0.87,-0.67,-0.24,1.28,-1.14,-0.36,-0.82,0.41,1.89,0.41,-0.39,-1.9,-0.44,-0.28,0.15,-1.72,0.92,-0.04
1969-01,0.63,-1.38,-0.41,0.09,-1.37,-1.05,-0.38,0.34,-0.22,-1.27,-1.5,-1.43,-0.67,-0.1,-0.69,-0.15,0.79,-0.52,0.04
1969-02,-11.5,-9.8,-7.35,-7.47,-10.3,-8.15,-7.32,-6.68,-7.77,-11.19,-9.04,-8.25,-8.04,-8.49,-6.06,-6.55,-6.8,-7.25,-8.24
1969-03,3.28,2.57,1.16,2.27,2.62,1.76,1.68,1.01,2.41,3.29,1.66,2.4,1.12,1.27,2.12,0.0,1.94,2.85,2.02
1969-04,1.1,0.79,0.44,0.14,0.9,0.53,0.3,0.47,0.03,0.91,0.87,0.45,0.61,-0.03,0.65,0.55,0.39,0.44,-0.34
1969-05,2.75,0.34,0.11,0.83,0.33,0.2,0.33,0.03,1.06,1.05,-0.71,0.35,0.05,-0.2,0.91,-0.31,0.33,0.5,1.57
1969-06,-14.63,-12.03,-10.15,-10.34,-12.38,-10.92,-10.51,-9.11,-10.58,-12.94,-11.58,-10.94,-10.9,-10.91,-10.08,-8.37,-9.8,-9.79,-11.29
1969-07,-11.63,-10.93,-8.64,-7.6,-11.48,-9.01,-8.46,-7.47,-8.22,-11.66,-11.2,-9.06,-8.96,-9.06,-7.79,-8.64,-6.2,-7.67,-8.7
1969-08,1.96,6.48,4.53,3.44,6.71,6.07,4.26,2.64,3.89,6.7,6.72,5.7,6.43,4.31,4.21,2.84,2.42,3.58,4.16
1969-09,-3.26,-1.9,-3.13,-2.43,-2.28,-1.66,-3.36,-2.85,-2.37,-2.6,-1.79,-0.6,-2.72,-4.02,-2.64,-3.12,-2.56,-2.73,-2.06
1969-10,13.58,11.91,8.41,6.69,12.69,9.07,8.41,7.21,6.77,12.99,12.23,9.24,8.89,8.37,8.45,7.86,6.51,6.37,7.12
1969-11,-9.41,-6.02,-4.74,-5.59,-6.16,-4.93,-4.5,-5.39,-5.86,-6.49,-5.66,-5.54,-4.32,-4.29,-4.73,-5.75,-5.0,-5.95,-5.78
1969-12,-12.42,-7.42,-5.17,-5.63,-7.68,-5.93,-5.44,-4.61,-5.99,-8.16,-6.96,-6.53,-5.34,-4.87,-6.07,-4.42,-4.81,-5.7,-6.25
1970-01,4.13,-4.58,-4.18,-3.78,-4.25,-4.83,-4.25,-3.98,-3.87,-4.15,-4.4,-5.73,-3.93,-4.0,-4.54,-4.34,-3.59,-3.65,-4.06
1970-02,2.0,3.88,4.25,5.25,3.76,4.37,4.13,4.21,5.74,3.37,4.36,4.3,4.44,3.89,4.39,4.26,4.15,6.37,5.2
1970-03,-2.27,-4.96,-0.42,0.59,-5.35,-2.4,-0.14,0.69,0.16,-6.48,-3.63,-3.62,-1.19,-0.33,0.07,-0.11,1.56,0.53,-0.17
1970-04,-22.13,-20.08,-13.36,-10.67,-21.02,-15.8,-13.34,-10.72,-11.15,-22.32,-19.06,-16.82,-14.78,-14.67,-11.88,-11.75,-9.6,-10.52,-11.69
1970-05,-9.79,-9.77,-9.1,-6.91,-9.86,-9.69,-8.88,-7.62,-7.05,-9.8,-9.96,-9.43,-9.95,-8.64,-9.15,-8.58,-6.58,-5.74,-8.19
1970-06,-9.3,-9.84,-6.38,-5.98,-10.49,-7.23,-6.41,-5.55,-6.28,-10.8,-10.01,-7.62,-6.85,-6.53,-6.28,-5.78,-5.31,-6.29,-6.27
1970-07,-0.48,5.84,6.53,6.43,5.73,6.2,6.41,6.35,6.8,4.3,7.8,6.11,6.3,5.66,7.21,7.05,5.65,7.53,6.11
1970-08,6.46,6.48,5.62,6.83,6.48,6.45,5.02,6.08,7.13,6.25,6.82,6.47,6.43,5.18,4.85,5.97,6.18,6.14,8.06
1970-09,20.36,16.37,10.31,10.11,17.95,11.8,10.35,9.21,10.45,20.04,14.94,12.28,11.31,10.43,10.27,9.03,9.38,9.82,11.04
1970-10,-9.63,-7.3,-5.47,-4.72,-7.94,-5.53,-6.02,-4.57,-4.68,-8.26,-7.47,-5.65,-5.42,-5.74,-6.32,-4.32,-4.81,-4.02,-5.3
1970-11,-8.61,-0.67,2.45,1.15,-1.17,0.99,2.32,2.5,1.22,-1.94,-0.06,0.61,1.38,1.99,2.67,4.0,1.02,0.8,1.61
1970-12,2.89,7.11,9.56,9.98,6.28,9.98,8.54,9.72,10.43,4.81,8.38,9.28,10.72,9.23,7.82,10.42,9.03,9.68,11.13
1971-01,26.91,13.05,12.36,13.32,13.37,12.37,13.14,11.21,13.96,13.25,13.53,12.23,12.51,13.33,12.94,10.48,11.94,13.65,14.26
1971-02,9.93,5.77,3.21,3.93,6.01,4.94,2.77,2.98,4.12,6.4,5.45,5.15,4.73,3.25,2.27,2.43,3.54,3.53,4.68
1971-03,7.44,6.97,4.9,5.21,7.0,6.36,4.47,4.55,5.63,7.74,5.95,6.88,5.81,5.78,3.12,4.79,4.31,5.35,5.89
1971-04,2.65,3.01,2.58,2.73,3.46,2.33,2.41,2.5,2.9,3.58,3.29,1.82,2.86,1.5,3.35,2.64,2.37,2.53,3.24
1971-05,-8.87,-5.09,-4.72,-5.05,-4.91,-5.18,-4.84,-4.41,-5.33,-4.99,-4.79,-5.54,-4.8,-4.15,-5.56,-4.34,-4.47,-4.25,-6.37
1971-06,-6.92,-1.06,-1.14,-2.32,-1.31,-0.83,-1.23,-1.46,-2.41,-1.23,-1.42,-0.41,-1.26,-0.85,-1.64,-0.79,-2.12,-3.07,-1.78
1971-07,-8.28,-6.05,-5.24,-5.39,-6.03,-5.99,-5.17,-4.71,-5.65,-6.12,-5.93,-6.1,-5.87,-5.17,-5.17,-4.7,-4.73,-5.38,-5.85
1971-08,4.84,4.65,4.29,4.59,4.64,4.05,4.81,4.37,4.62,5.23,3.95,4.66,3.39,6.2,3.46,4.24,4.5,4.08,5.04
1971-09,-3.27,0.33,-0.92,-0.64,0.18,0.2,-0.88,-0.98,-0.78,-0.28,0.71,0.65,-0.28,-0.75,-1.01,-1.69,-0.29,-1.21,-0.45
1971-10,-8.46,-6.18,-4.57,-5.95,-6.43,-5.29,-4.8,-4.22,-6.45,-7.03,-5.73,-5.63,-4.93,-4.47,-5.11,-3.72,-4.71,-6.49,-6.42
1971-11,-5.72,-2.82,-3.01,-3.16,-3.14,-3.06,-2.62,-2.85,-3.2,-3.03,-3.26,-2.14,-4.06,-1.82,-3.39,-2.64,-3.06,-3.2,-3.19
1971-12,11.12,13.0,11.4,12.38,13.21,12.55,11.16,10.63,13.09,13.03,13.41,12.55,12.54,10.48,11.81,10.65,10.6,13.23,12.98
1972-01,21.37,9.7,7.44,10.21,10.23,8.39,6.59,8.18,11.06,10.89,9.48,8.53,8.23,5.97,7.19,8.28,8.1,9.53,12.23
1972-02,5.11,5.73,3.4,3.64,6.42,4.05,3.38,2.25,4.47,7.03,5.72,4.23,3.85,3.28,3.48,2.96,1.57,4.24,4.64
1972-03,-2.54,0.19,0.83,-0.26,-0.12,1.23,0.88,-0.05,-0.37,0.16,-0.45,0.87,1.62,0.75,1.0,-0.11,0.01,-0.63,-0.16
1972-04,0.29,0.43,-0.04,0.53,0.18,-0.14,0.26,0.71,0.48,-0.19,0.61,0.97,-1.36,-0.65,1.13,0.77,0.66,0.76,0.27
1972-05,-5.13,-0.75,-2.28,-1.89,-0.61,-1.99,-2.05,-1.65,-2.1,-0.35,-0.92,-1.05,-3.01,-2.41,-1.7,-1.95,-1.37,-1.5,-2.55
1972-06,-5.61,-3.3,-2.98,-3.62,-3.34,-3.03,-2.63,-3.45,-3.84,-3.13,-3.59,-3.21,-2.84,-3.47,-1.82,-3.84,-3.07,-4.47,-3.36
1972-07,-3.65,-3.51,-2.77,-2.15,-3.38,-3.44,-2.81,-1.87,-2.49,-2.82,-3.97,-3.79,-3.04,-3.15,-2.5,-2.4,-1.35,-2.54,-2.45
1972-08,-1.03,-0.45,2.63,2.46,-0.54,0.97,2.75,2.41,2.61,0.0,-1.09,-0.26,2.32,2.28,3.19,2.72,2.11,2.51,2.7
1972-09,-3.79,-3.32,-3.11,-3.14,-3.26,-3.15,-3.12,-2.82,-3.5,-2.91,-3.63,-3.44,-2.83,-2.93,-3.3,-3.36,-2.29,-2.66,-4.19
1972-10,-4.0,-2.57,-0.59,-0.2,-3.18,-1.67,-0.18,0.3,-0.44,-3.04,-3.32,-1.17,-2.23,-0.3,-0.06,0.25,0.35,-0.41,-0.47
1972-11,2.16,3.26,6.06,7.2,3.38,4.18,5.95,6.97,7.27,3.09,3.68,3.0,5.47,6.25,5.66,6.89,7.05,7.44,7.12
1972-12,-2.93,-1.23,-2.11,-2.48,-1.03,-2.04,-2.1,-2.11,-2.51,0.1,-2.2,-1.7,-2.41,-1.42,-2.72,-1.82,-2.4,-2.36,-2.63
1973-01,1.07,-5.82,-5.04,-2.57,-5.8,-5.84,-5.1,-3.5,-2.44,-4.64,-6.99,-5.88,-5.79,-6.49,-3.81,-4.14,-2.86,-1.73,-3.02
1973-02,-8.29,-8.9,-6.82,-5.92,-9.28,-8.27,-6.28,-5.65,-6.24,-9.38,-9.18,-8.0,-8.56,-6.18,-6.36,-6.13,-5.17,-5.99,-6.44
1973-03,-2.0,-3.6,-2.82,-1.51,-3.7,-3.22,-3.41,-1.46,-1.49,-4.12,-3.26,-3.36,-3.08,-3.93,-2.92,-1.37,-1.56,-1.65,-1.35
1973-04,-7.61,-9.59,-6.18,-5.16,-9.87,-8.43,-5.77,-4.89,-5.45,-10.62,-9.08,-8.94,-7.87,-6.37,-5.2,-5.3,-4.48,-4.95,-5.86
1973-05,-12.25,-8.96,-7.43,-7.01,-9.19,-8.7,-7.19,-5.63,-7.87,-9.3,-9.09,-8.4,-9.02,-8.04,-6.4,-6.28,-4.98,-7.05,-8.54
1973-06,-1.17,-4.2,-3.42,-2.68,-4.48,-3.59,-3.45,-3.01,-2.59,-3.49,-5.5,-3.53,-3.65,-3.34,-3.55,-3.14,-2.88,-2.24,-2.87
1973-07,13.01,16.25,10.85,9.77,17.08,13.57,10.57,9.39,10.01,17.22,16.9,14.47,12.47,11.45,9.71,9.66,9.11,9.53,10.31
1973-08,-3.69,-4.11,-4.83,-4.66,-3.69,-5.02,-4.87,-4.0,-5.1,-3.13,-4.41,-5.01,-5.04,-4.66,-5.07,-4.51,-3.47,-5.15,-5.07
1973-09,7.8,9.89,8.36,7.87,9.59,10.24,8.0,8.13,7.51,8.85,10.55,10.53,9.88,8.04,7.96,7.43,8.86,8.14,7.1
1973-10,2.07,-1.11,0.51,0.5,-1.59,0.21,0.84,0.09,0.52,-1.59,-1.57,-0.09,0.56,0.81,0.86,-0.25,0.45,0.25,0.69
1973-11,-20.91,-20.6,-17.96,-16.32,-21.01,-19.63,-17.63,-16.11,-16.72,-21.6,-20.25,-19.73,-19.52,-17.18,-18.07,-16.94,-15.25,-16.42,-16.92
1973-12,-9.26,-3.59,-2.46,-3.01,-3.33,-3.19,-2.91,-2.0,-3.37,-2.41,-4.51,-4.15,-2.02,-3.1,-2.73,-1.96,-2.05,-2.4,-4.0
1974-01,27.36,11.1,13.22,14.17,9.8,13.08,13.82,12.65,14.95,8.05,12.06,13.89,12.08,13.6,14.04,13.19,12.09,12.3,16.68
1974-02,0.89,-1.1,1.29,2.21,-1.59,0.14,1.48,1.75,2.43,-1.88,-1.21,-0.07,0.4,2.2,0.78,1.86,1.63,2.32,2.5
1974-03,1.24,0.36,0.65,1.47,-0.29,1.34,0.37,0.56,2.01,0.44,-1.22,1.75,0.85,0.25,0.49,1.05,0.07,1.74,2.18
1974-04,-4.09,-6.61,-5.27,-3.91,-6.82,-5.88,-5.33,-4.47,-3.84,-6.51,-7.2,-6.17,-5.53,-5.02,-5.63,-4.83,-4.09,-4.86,-3.18
1974-05,-7.89,-7.52,-6.7,-6.07,-7.08,-7.81,-6.71,-6.11,-6.15,-6.99,-7.19,-8.46,-7.0,-6.85,-6.58,-6.35,-5.87,-6.45,-5.95
1974-06,-2.68,-3.51,-2.34,-2.05,-3.84,-2.55,-2.52,-1.81,-2.26,-3.54,-4.22,-2.8,-2.24,-2.36,-2.67,-2.09,-1.52,-2.94,-1.81
1974-07,-5.51,-6.81,-3.97,-3.77,-7.98,-3.9,-3.63,-4.64,-3.53,-10.12,-5.69,-4.2,-3.56,-4.03,-3.22,-4.88,-4.37,-3.7,-3.42
1974-08,-8.69,-9.59,-7.5,-7.23,-9.72,-9.21,-6.78,-6.65,-7.73,-10.27,-9.14,-9.29,-9.12,-6.93,-6.62,-7.32,-5.92,-7.11,-8.16
1974-09,-8.57,-10.45,-7.37,-7.78,-11.64,-7.72,-7.25,-7.58,-7.75,-12.67,-10.55,-7.79,-7.65,-7.29,-7.2,-7.33,-7.85,-7.25,-8.11
1974-10,11.55,15.22,9.68,6.88,17.08,10.73,10.17,7.5,6.93,19.11,14.94,11.0,10.43,11.54,8.77,8.22,6.73,5.77,7.75
1974-11,-8.83,-4.33,-4.82,-5.76,-4.48,-4.38,-4.74,-4.23,-6.65,-4.14,-4.84,-4.01,-4.81,-5.68,-3.78,-4.97,-3.44,-5.54,-7.42
1974-12,-13.01,-7.33,-5.95,-8.62,-7.61,-6.18,-5.93,-6.45,-9.39,-7.66,-7.56,-6.7,-5.6,-5.47,-6.39,-6.29,-6.62,-7.17,-10.92
1975-01,48.16,27.13,28.43,32.84,27.07,27.06,27.65,29.88,34.48,26.83,27.32,27.28,26.82,27.57,27.73,31.1,28.58,31.82,36.32
1975-02,7.75,7.51,4.76,3.87,7.86,6.29,4.63,4.24,3.68,10.0,5.57,6.74,5.78,3.91,5.37,4.12,4.36,3.22,4.0
1975-03,13.01,7.91,8.03,10.94,7.82,7.9,7.87,8.84,11.66,7.61,8.04,8.14,7.63,7.94,7.81,8.65,9.05,10.95,12.15
1975-04,4.23,5.38,4.17,2.67,5.52,4.59,4.64,3.96,1.97,5.68,5.35,5.04,4.08,6.16,3.07,3.45,4.5,2.79,1.41
1975-05,10.59,8.21,7.54,7.61,8.46,7.71,7.34,8.04,7.28,8.37,8.56,7.62,7.81,7.49,7.18,7.65,8.47,6.87,7.55
1975-06,13.8,7.47,8.34,7.83,6.83,8.06,8.29,8.38,8.07,6.61,7.06,8.93,7.08,7.81,8.79,9.48,7.2,8.31,7.9
1975-07,-1.61,-2.28,-1.6,0.27,-3.01,-1.32,-2.21,-0.65,0.71,-4.02,-2.1,-0.85,-1.82,-1.52,-2.84,-0.25,-1.05,0.28,1.04
1975-08,-7.63,-4.73,-4.23,-5.26,-4.82,-4.32,-3.97,-4.47,-5.66,-5.18,-4.49,-4.55,-4.06,-3.92,-4.03,-4.87,-4.07,-5.06,-6.14
1975-09,-4.81,-4.32,-2.94,-3.48,-4.93,-2.98,-3.36,-2.64,-3.66,-5.81,-4.15,-3.15,-2.79,-3.2,-3.49,-2.34,-2.95,-3.57,-3.73
1975-10,-0.95,2.8,3.04,1.48,3.09,2.64,3.88,1.97,1.14,3.08,3.1,2.24,3.07,3.91,3.85,1.47,2.47,2.5,0.08
1975-11,-1.44,1.99,2.8,2.77,1.21,2.81,3.09,3.1,2.62,2.11,0.41,3.48,2.08,2.77,3.37,2.98,3.23,3.4,2.0
1975-12,1.08,-1.06,-0.91,-0.18,-0.95,-1.01,-0.79,-0.74,-0.18,-0.79,-1.1,-1.25,-0.75,-1.29,-0.33,-1.31,-0.17,0.05,-0.37
1976-01,26.77,16.39,18.14,23.0,16.3,16.69,17.64,20.54,23.77,15.01,17.46,16.55,16.84,17.87,17.43,20.38,20.71,23.96,23.63
1976-02,23.01,7.59,9.35,13.77,6.94,8.09,9.15,11.76,14.46,5.79,7.98,8.82,7.3,7.68,10.5,11.77,11.74,13.12,15.51
1976-03,5.61,1.7,1.28,2.5,1.7,1.65,0.79,2.16,2.51,2.08,1.36,1.71,1.59,0.38,1.17,1.88,2.45,2.18,2.78
1976-04,-0.46,-1.52,-0.71,-0.92,-1.8,-0.75,-0.38,-1.09,-1.01,-1.95,-1.66,-0.99,-0.5,-0.62,-0.16,-1.52,-0.65,-0.95,-1.06
1976-05,-5.37,-2.0,-1.55,-2.41,-2.31,-1.07,-1.96,-1.73,-2.6,-2.51,-2.14,-1.4,-0.73,-1.61,-2.29,-1.61,-1.86,-3.0,-2.28
1976-06,1.87,3.32,3.17,3.23,3.24,3.41,3.19,2.95,3.32,3.62,2.9,3.47,3.34,3.43,2.98,2.97,2.94,3.69,3.04
1976-07,-0.31,-0.26,0.34,0.43,-0.73,0.22,0.78,0.47,0.33,-0.64,-0.83,0.75,-0.29,0.58,0.99,0.23,0.67,0.24,0.39
1976-08,-5.38,-2.77,-0.69,-1.05,-3.11,-1.34,-0.37,-1.22,-0.97,-3.25,-2.96,-2.04,-0.68,-0.26,-0.49,-1.2,-1.23,-1.18,-0.85
1976-09,-1.29,1.62,2.37,2.11,1.52,1.99,2.7,2.34,1.92,0.87,2.24,1.83,2.14,3.06,2.32,2.07,2.57,2.47,1.6
1976-10,-3.02,-3.16,-1.81,-2.09,-3.56,-2.63,-1.64,-1.53,-2.13,-4.34,-2.68,-2.3,-2.94,-1.21,-2.08,-0.98,-1.99,-2.03,-2.18
1976-11,1.52,2.4,2.67,2.93,2.03,2.97,3.03,2.64,2.83,1.38,2.75,3.2,2.76,2.84,3.22,2.0,3.18,3.61,2.38
1976-12,14.0,9.26,9.54,9.98,9.51,9.43,9.01,9.77,10.1,9.69,9.31,8.72,10.1,9.09,8.94,9.83,9.72,10.13,10.07
